"Name","State","Tags","Created","batch_size","epochs","hidden_size","learning_rate","avg_accuracy","avg_f1_macro","avg_f1_weighted","avg_loss","avg_precision_macro","avg_precision_weighted","avg_recall_macro","avg_recall_weighted","avg_roc_auc_ovo","avg_roc_auc_ovr"
"AVG_bs(32)_lr(0.0001)_hs(98)_e(50)","finished","","2025-06-03T23:44:26.000Z","32","50","98","0.0001","0.5335473895571928","0.3998174452277548","0.5577961649744815","1.2469029348116851","0.37251802790844935","0.6610984422101461","0.5798499883531459","0.5335473895571928","0.8928485943778339","0.8672248210224325"
"AVG_bs(32)_lr(0.0001)_hs(49)_e(50)","finished","","2025-06-03T22:57:03.000Z","32","50","49","0.0001","0.5335065066363176","0.3957905196601104","0.5564382256732157","1.2978635141253472","0.3672039863742166","0.6582849956864476","0.5669726101419661","0.5335065066363176","0.8812629673382787","0.8547012082613883"
"AVG_bs(64)_lr(0.0001)_hs(49)_e(50)","finished","","2025-06-04T05:55:25.000Z","64","50","49","0.0001","0.5333160850369194","0.37475355488456774","0.5563228256081798","1.2617786985117458","0.3549804986379317","0.6606339481732512","0.5699041935482745","0.5333160850369194","0.8847126899041496","0.8551463288726715"
"AVG_bs(64)_lr(0.001)_hs(98)_e(50)","finished","","2025-06-04T05:00:43.000Z","64","50","98","0.001","0.524720903928882","0.3966186544579438","0.5549763591555525","1.202015417503274","0.3850363560842222","0.6839087006257427","0.5913674501186816","0.524720903928882","0.8968808360030142","0.8718841874485692"
"AVG_bs(128)_lr(0.001)_hs(49)_e(30)","finished","","2025-06-04T09:24:23.000Z","128","30","49","0.001","0.5299436339412138","0.3858909288514114","0.5539304233669957","1.2010026652398316","0.3674559086660393","0.6697108942534579","0.5873629874603872","0.5299436339412138","0.8921130875345581","0.8640059193560334"
"AVG_bs(64)_lr(0.001)_hs(98)_e(80)","finished","","2025-06-04T05:15:06.000Z","64","80","98","0.001","0.5265435242763097","0.4153545904963233","0.5529285959920279","1.168730535014816","0.3940752188212771","0.6847489103986514","0.5995493445073123","0.5265435242763097","0.9022193942197386","0.8781383692024921"
"AVG_bs(32)_lr(0.001)_hs(49)_e(80)","finished","","2025-06-03T20:58:05.000Z","32","80","49","0.001","0.5409733870212843","0.40729357084446305","0.5529136216021242","1.314707848066869","0.39715514292492793","0.6677815743164329","0.5601066686082209","0.5409733870212843","0.8846836624926354","0.8619733605908598"
"AVG_bs(64)_lr(0.001)_hs(49)_e(50)","finished","","2025-06-04T04:32:16.000Z","64","50","49","0.001","0.5232100969039644","0.3972761442392102","0.552832118301722","1.2260400371707003","0.37700134430249","0.6697407783171923","0.580311951952422","0.5232100969039644","0.8932286721753293","0.8672342451762285"
"AVG_bs(64)_lr(0.0001)_hs(98)_e(50)","finished","","2025-06-04T06:23:45.000Z","64","50","98","0.0001","0.5222721243579294","0.38223386266899506","0.5506560456336078","1.2163981575292089","0.36339321254194407","0.6676311181735903","0.5817922879707604","0.5222721243579294","0.8923594803091515","0.8645778596406825"
"AVG_bs(512)_lr(0.001)_hs(98)_e(80)","finished","","2025-06-04T15:56:56.000Z","512","80","98","0.001","0.5173746567884387","0.392571386382436","0.5504205447121009","1.1457303491132014","0.3821590130034872","0.6836733738999942","0.6054462659041016","0.5173746567884387","0.9011242474144944","0.8746307045830892"
"AVG_bs(512)_lr(0.01)_hs(98)_e(50)","finished","","2025-06-04T15:16:35.000Z","512","50","98","0.01","0.5194573316945263","0.397465459058491","0.5500215598242091","1.161950343230675","0.3877577260023699","0.674867823725009","0.5901044161569924","0.5194573316945263","0.8970362248768098","0.8716489583204844"
"AVG_bs(32)_lr(0.001)_hs(25)_e(50)","finished","","2025-06-03T19:43:31.000Z","32","50","25","0.001","0.5360775168816985","0.3887420529710429","0.5484123676463346","1.3543120584151018","0.3722552399851443","0.6465929557737772","0.5445241223535255","0.5360775168816985","0.8716523770290598","0.8474351435702958"
"AVG_bs(128)_lr(0.0001)_hs(49)_e(80)","finished","","2025-06-04T10:37:33.000Z","128","80","49","0.0001","0.5239578004712927","0.3710416720358586","0.5470030041303309","1.2177744562211246","0.3535578641125125","0.6652720435001678","0.5739487770155146","0.5239578004712927","0.8875738062071832","0.8568912345786283"
"AVG_bs(256)_lr(0.001)_hs(98)_e(80)","finished","","2025-06-04T13:24:55.000Z","256","80","98","0.001","0.5195115906627956","0.4018594541829661","0.5469118889605873","1.1636970446027557","0.38888299196704224","0.6836888111885016","0.6022467797803988","0.5195115906627956","0.9031686365735015","0.8784324855567475"
"AVG_bs(512)_lr(0.001)_hs(98)_e(50)","finished","","2025-06-04T15:51:14.000Z","512","50","98","0.001","0.5094463624291886","0.39767950098802574","0.5463656433019318","1.1486290191781934","0.38569666761444327","0.6822019769038568","0.5996353667605081","0.5094463624291886","0.8984737768359153","0.874144950909877"
"AVG_bs(64)_lr(0.001)_hs(49)_e(30)","finished","","2025-06-04T04:23:47.000Z","64","30","49","0.001","0.5192116133061564","0.3821600996400239","0.5461727211655585","1.2585413002967831","0.370793260881499","0.6617994221965651","0.5671117153083225","0.5192116133061564","0.8877911129898987","0.8629488745550911"
"AVG_bs(64)_lr(0.001)_hs(98)_e(30)","finished","","2025-06-04T04:51:29.000Z","64","30","98","0.001","0.5143959689267972","0.39088137674660456","0.5454765420702784","1.21093144580074","0.37268365606079146","0.6743266455766816","0.5787532069186714","0.5143959689267972","0.8961485715463857","0.8692347891350766"
"AVG_bs(32)_lr(0.001)_hs(98)_e(50)","finished","","2025-06-03T21:24:55.000Z","32","50","98","0.001","0.5186949265922223","0.41436496991199034","0.5447993719277012","1.2703194833644058","0.3887961751766992","0.6602025189798209","0.5694466800119693","0.5186949265922223","0.8907154617466263","0.8658975595846117"
"AVG_bs(32)_lr(0.0001)_hs(25)_e(80)","finished","","2025-06-03T22:33:41.000Z","32","80","25","0.0001","0.5282157595941067","0.3694270809551097","0.5443198441177646","1.3357867110034696","0.3487021668057268","0.6416665974335293","0.5489248826731139","0.5282157595941067","0.8748369398342047","0.8446629384098922"
"AVG_bs(128)_lr(0.0001)_hs(98)_e(50)","finished","","2025-06-04T10:48:25.000Z","128","50","98","0.0001","0.5158385397030242","0.37129923985686586","0.5439568714340737","1.1999372263576673","0.3534501898318477","0.6680059906748795","0.5856348477490423","0.5158385397030242","0.8905397402073453","0.8602061869437125"
"AVG_bs(512)_lr(0.0001)_hs(98)_e(80)","finished","","2025-06-04T16:30:59.000Z","512","80","98","0.0001","0.5109965631670217","0.3691514473424177","0.5434937658853418","1.1692560327464137","0.35201573514643947","0.6707195872375376","0.5872278857619981","0.5109965631670217","0.8908276493173057","0.8603932447148225"
"AVG_bs(32)_lr(0.001)_hs(98)_e(30)","finished","","2025-06-03T21:08:21.000Z","32","30","98","0.001","0.5179475828397365","0.4135841860048381","0.5418886281744019","1.2850500120028203","0.3900740262884575","0.6611182216000727","0.5702608085362106","0.5179475828397365","0.8870549946972675","0.8637566243916985"
"AVG_bs(256)_lr(0.001)_hs(25)_e(80)","finished","","2025-06-04T12:55:00.000Z","256","80","25","0.001","0.5073649168133985","0.3684160377012549","0.5399814756231585","1.2304816523502615","0.3564259120256418","0.6687644799624624","0.5821225448586492","0.5073649168133985","0.885485965533715","0.8543057231339022"
"AVG_bs(32)_lr(0.0001)_hs(98)_e(30)","finished","","2025-06-03T23:29:15.000Z","32","30","98","0.0001","0.5162465068361121","0.3785934261922126","0.5394211252732091","1.287971412455258","0.35395088366839483","0.6487630499599784","0.559737609978082","0.5162465068361121","0.8843180704723045","0.8569305745570064"
"AVG_bs(64)_lr(0.0001)_hs(98)_e(30)","finished","","2025-06-04T06:14:35.000Z","64","30","98","0.0001","0.5097181521315652","0.3675928694041679","0.5385194356839884","1.2608404502143031","0.3451894690654239","0.65217562101983","0.5649027383463298","0.5097181521315652","0.8839713978478547","0.8544742633195685"
"AVG_bs(32)_lr(0.001)_hs(98)_e(80)","finished","","2025-06-03T21:49:19.000Z","32","80","98","0.001","0.5104932830246202","0.40793993429381087","0.5381755216962093","1.275148979017268","0.3905531548369709","0.6693819586033477","0.5661173661482087","0.5104932830246202","0.888067810223036","0.8682373048059248"
"AVG_bs(256)_lr(0.0001)_hs(98)_e(50)","finished","","2025-06-04T14:00:51.000Z","256","50","98","0.0001","0.5066036272296033","0.35985479733944203","0.5372069280980094","1.1961621629780737","0.34502488769274714","0.6640225066271346","0.581588757403753","0.5066036272296033","0.8883029051264882","0.8563808161063428"
"AVG_bs(32)_lr(0.0001)_hs(25)_e(50)","finished","","2025-06-03T22:11:52.000Z","32","50","25","0.0001","0.5193613878530209","0.3709048102180385","0.5368304850284501","1.357957574919514","0.3475082060774922","0.6408895740495459","0.5454475052380217","0.5193613878530209","0.869636743051883","0.8394116408127215"
"AVG_bs(32)_lr(0.001)_hs(49)_e(50)","finished","","2025-06-03T20:32:58.000Z","32","50","49","0.001","0.5099226074347921","0.4031792945017004","0.5367332069279044","1.2701730306187402","0.37938454131594057","0.6565424512616724","0.5686812250692211","0.5099226074347921","0.8887934953322288","0.8630780817185533"
"AVG_bs(64)_lr(0.001)_hs(25)_e(80)","finished","","2025-06-04T04:18:26.000Z","64","80","25","0.001","0.5094472189550089","0.3790763028918293","0.5364877473566467","1.2920742205692377","0.3746061342813892","0.6670922768982865","0.5576338230151364","0.5094472189550089","0.8801371675178078","0.8531297865524768"
"AVG_bs(64)_lr(0.001)_hs(49)_e(80)","finished","","2025-06-04T04:45:44.000Z","64","80","49","0.001","0.49919108073579094","0.39555584109023545","0.5364352915805486","1.242590961559959","0.37857515723785096","0.6709260964937791","0.5800926722983194","0.49919108073579094","0.890134686409693","0.8659923969643459"
"AVG_bs(256)_lr(0.01)_hs(98)_e(50)","finished","","2025-06-04T12:33:23.000Z","256","50","98","0.01","0.5040065937688579","0.3799830176544397","0.5358444811221377","1.2515143653442118","0.37679372625708624","0.6690514087834454","0.5649341604274828","0.5040065937688579","0.8890796989307068","0.8634178520182869"
"AVG_bs(512)_lr(0.001)_hs(98)_e(30)","finished","","2025-06-04T15:47:30.000Z","512","30","98","0.001","0.4998574504241745","0.3900767940014445","0.5350194958277625","1.1818730300870437","0.37643290633298054","0.6746195743700397","0.579913645122353","0.4998574504241745","0.8924562639963367","0.8673569040091614"
"AVG_bs(256)_lr(0.0001)_hs(49)_e(80)","finished","","2025-06-04T13:53:34.000Z","256","80","49","0.0001","0.5077737034733509","0.35962261218831704","0.5345441618539732","1.2244648271593557","0.34373444614563536","0.6573980689884474","0.5699951929620812","0.5077737034733509","0.8823401500443993","0.8506382302345721"
"AVG_bs(512)_lr(0.001)_hs(49)_e(80)","finished","","2025-06-04T15:45:07.000Z","512","80","49","0.001","0.5016394792175017","0.39272557863123575","0.5297338597594485","1.1675717859432615","0.3854930169430762","0.6817472893780911","0.5925267358091251","0.5016394792175017","0.8945251230819735","0.869465251973279"
"AVG_bs(128)_lr(0.001)_hs(98)_e(30)","finished","","2025-06-04T09:43:56.000Z","128","30","98","0.001","0.49689315700617775","0.3804639609884751","0.5293827778690007","1.1901536169259443","0.3659701362982762","0.6729094672640374","0.5909890876844073","0.49689315700617775","0.8958154449248023","0.8696798754273214"
"AVG_bs(256)_lr(0.0001)_hs(49)_e(50)","finished","","2025-06-04T13:46:59.000Z","256","50","49","0.0001","0.5017613602518001","0.347610340331522","0.5289062445167321","1.263701400058023","0.33130681504764903","0.6459653906093348","0.553673884906753","0.5017613602518001","0.8756076898297497","0.8412376857153131"
"AVG_bs(64)_lr(0.0001)_hs(49)_e(30)","finished","","2025-06-04T05:46:49.000Z","64","30","49","0.0001","0.5059912473420876","0.352931070480588","0.5287379826867845","1.3120019125679263","0.33453357052019406","0.6441072092803714","0.549087340510873","0.5059912473420876","0.8753242710908576","0.8422559273663355"
"AVG_bs(128)_lr(0.0001)_hs(25)_e(80)","finished","","2025-06-04T10:18:19.000Z","128","80","25","0.0001","0.5034206968087291","0.344879728788395","0.5284770599900673","1.2965827903021938","0.32987263752162105","0.6447358685054598","0.5519258869408403","0.5034206968087291","0.8716295925974411","0.8358840983930298"
"AVG_bs(64)_lr(0.0001)_hs(25)_e(80)","finished","","2025-06-04T05:41:28.000Z","64","80","25","0.0001","0.5075557426263857","0.35394897703162453","0.5283504455053392","1.305652196381403","0.33614830177719435","0.6403568468899019","0.5488710937834443","0.5075557426263857","0.8748614759526238","0.8419355694119822"
"AVG_bs(32)_lr(0.0001)_hs(49)_e(30)","finished","","2025-06-03T22:42:30.000Z","32","30","49","0.0001","0.5072700727658458","0.36172964378762656","0.5282186583131013","1.3273701297459397","0.3409309535438187","0.6451865029116346","0.5526097754020968","0.5072700727658458","0.8769767369263709","0.8448504613514917"
"AVG_bs(512)_lr(0.0001)_hs(98)_e(50)","finished","","2025-06-04T16:25:20.000Z","512","50","98","0.0001","0.49598089595930706","0.35138563620502467","0.5273759940641549","1.2226242538156182","0.33559373082759086","0.6524135789058688","0.5609847522986094","0.49598089595930706","0.8817486815617924","0.8496035904999621"
"AVG_bs(128)_lr(0.001)_hs(49)_e(50)","finished","","2025-06-04T09:30:28.000Z","128","50","49","0.001","0.4962118896883541","0.3842960865044932","0.5271843674750716","1.275779074534126","0.3852382437849341","0.6730812355952251","0.5561507250315023","0.4962118896883541","0.8874645666507357","0.8639074257667814"
"AVG_bs(32)_lr(0.001)_hs(25)_e(80)","finished","","2025-06-03T20:07:14.000Z","32","80","25","0.001","0.506480920193623","0.3675982564076568","0.5267309885940958","1.354000151552584","0.3641017815792607","0.65101694055946","0.5436820200494249","0.506480920193623","0.8751922991006703","0.8474038523099388"
"AVG_bs(256)_lr(0.001)_hs(98)_e(50)","finished","","2025-06-04T13:17:28.000Z","256","50","98","0.001","0.49069093052003143","0.39118027587227727","0.5259422764939167","1.1959813732525395","0.392583788826271","0.6849859647573452","0.5870568283140253","0.49069093052003143","0.8969711063979103","0.8719353588104217"
"AVG_bs(64)_lr(0.001)_hs(25)_e(50)","finished","","2025-06-04T04:05:32.000Z","64","50","25","0.001","0.4996950055849923","0.3641517358942882","0.5256653863432172","1.2945762808685717","0.3535334368023034","0.6590400412962426","0.5612328692607631","0.4996950055849923","0.880785776444158","0.8504293755911754"
"AVG_bs(128)_lr(0.001)_hs(25)_e(80)","finished","","2025-06-04T09:20:30.000Z","128","80","25","0.001","0.4883230648898781","0.35223133889210156","0.5250856073019257","1.2315679013210794","0.34635916022759883","0.6651496262640325","0.572274568719237","0.4883230648898781","0.8864478304876015","0.8545279144037613"
"AVG_bs(128)_lr(0.0001)_hs(98)_e(30)","finished","","2025-06-04T10:42:01.000Z","128","30","98","0.0001","0.494076453346722","0.3528342026344993","0.5245871891490822","1.254571268195691","0.3390440518104979","0.6570666863040684","0.5632881177457613","0.494076453346722","0.8816722917783405","0.8498045284541931"
"AVG_bs(512)_lr(0.0001)_hs(49)_e(80)","finished","","2025-06-04T16:19:11.000Z","512","80","49","0.0001","0.496171435955363","0.3493789799352166","0.5239418959222212","1.238905889001386","0.3328274354492098","0.6463952289170931","0.5592527088876459","0.496171435955363","0.8774905397721418","0.8444281874755205"
"AVG_bs(32)_lr(0.001)_hs(49)_e(30)","finished","","2025-06-03T20:16:47.000Z","32","30","49","0.001","0.4938048162650369","0.3834319911902431","0.5233963656026279","1.3064761233005835","0.3619879147669364","0.6552492048936556","0.5625820332104048","0.4938048162650369","0.8824448856164022","0.8572907270028024"
"AVG_bs(128)_lr(0.001)_hs(25)_e(30)","finished","","2025-06-04T09:05:26.000Z","128","30","25","0.001","0.4864189191939111","0.3502772624675135","0.5214543367711576","1.293894005547399","0.345243146061572","0.658310254046152","0.5567018016088762","0.4864189191939111","0.8748741610551687","0.8433430182194808"
"AVG_bs(256)_lr(0.0001)_hs(98)_e(30)","finished","","2025-06-04T13:56:27.000Z","256","30","98","0.0001","0.49064920309799653","0.34259245800592997","0.5202204798285042","1.2603386975567916","0.32876732996853403","0.6456226205961806","0.5539143148545611","0.49064920309799653","0.8770745565459077","0.8434437088695151"
"AVG_bs(256)_lr(0.0001)_hs(25)_e(80)","finished","","2025-06-04T13:39:19.000Z","256","80","25","0.0001","0.4945119042289436","0.3387228271841559","0.5195362723276312","1.2881738300981194","0.3254699672997253","0.6410507748516725","0.545484082427621","0.4945119042289436","0.869289065024468","0.8332178773511035"
"AVG_bs(256)_lr(0.001)_hs(25)_e(50)","finished","","2025-06-04T12:48:10.000Z","256","50","25","0.001","0.4822020649857054","0.3625586001795608","0.5187845714812231","1.26160305985089","0.3537677209120487","0.6606685414938811","0.564278837216352","0.4822020649857054","0.8805438033404416","0.8474209573355008"
"AVG_bs(128)_lr(0.01)_hs(49)_e(30)","finished","","2025-06-04T08:25:44.000Z","128","30","49","0.01","0.49316375201228074","0.3661190657899296","0.5181933872075115","1.3298094037823054","0.36522547590992016","0.6484041427358755","0.5414714985739187","0.49316375201228074","0.8748434430375444","0.8490801390982499"
"AVG_bs(32)_lr(0.001)_hs(25)_e(30)","finished","","2025-06-03T19:28:28.000Z","32","30","25","0.001","0.4921463676830403","0.35833316772331775","0.5176477149194222","1.3719239224947015","0.34606015318802813","0.6405933484852432","0.5365604333353174","0.4921463676830403","0.8690130659184232","0.841919572330189"
"AVG_bs(256)_lr(0.01)_hs(98)_e(30)","finished","","2025-06-04T12:28:41.000Z","256","30","98","0.01","0.48782108341081526","0.36090657816628","0.5175554774364828","1.271518002296316","0.3616905784555546","0.6566816835438933","0.5590997096151173","0.48782108341081526","0.8815562576728443","0.8566206486611232"
"AVG_bs(32)_lr(0.01)_hs(25)_e(30)","finished","","2025-06-03T16:54:41.000Z","32","30","25","0.01","0.503080915975742","0.3534161709875327","0.5174627844639388","1.445971224968848","0.3338985657678458","0.6216347320198682","0.5237484618624673","0.503080915975742","0.8511075824335961","0.824341420327035"
"AVG_bs(128)_lr(0.0001)_hs(49)_e(50)","finished","","2025-06-04T10:28:08.000Z","128","50","49","0.0001","0.4874532804938917","0.3484204706380357","0.5155661521640659","1.2639266140046328","0.3333021200355829","0.645125993612081","0.5554444910778965","0.4874532804938917","0.8792372771169369","0.8456317912527872"
"AVG_bs(128)_lr(0.0001)_hs(49)_e(30)","finished","","2025-06-04T10:22:05.000Z","128","30","49","0.0001","0.4869907315766476","0.33855678549007906","0.5139239281972758","1.3014635955250782","0.3245444661621788","0.6385488630437113","0.5443364498988383","0.4869907315766476","0.8721369612275334","0.8372059340711788"
"AVG_bs(32)_lr(1e-05)_hs(98)_e(80)","finished","","2025-06-04T02:28:08.000Z","32","80","98","0.00001","0.49297516278615455","0.33970108849650416","0.5135256495715825","1.3868209827723712","0.322531865046484","0.6266836467423301","0.5309273958049788","0.49297516278615455","0.8632521630917829","0.829806343271645"
"AVG_bs(64)_lr(0.01)_hs(49)_e(50)","finished","","2025-06-04T03:08:24.000Z","64","50","49","0.01","0.5006311873815802","0.3531693561051753","0.5123956662634441","1.3701364896867585","0.3520113427853417","0.6373512132310439","0.5298122583196259","0.5006311873815802","0.8676084924532491","0.844725053395657"
"AVG_bs(512)_lr(0.001)_hs(49)_e(50)","finished","","2025-06-04T15:39:39.000Z","512","50","49","0.001","0.4847614085354371","0.369606479235114","0.5116821793242968","1.2242349665740442","0.3701206347655152","0.6766920160065518","0.5758731506494666","0.4847614085354371","0.8880604355049921","0.8605066287638478"
"AVG_bs(256)_lr(0.01)_hs(98)_e(80)","finished","","2025-06-04T12:40:43.000Z","256","80","98","0.01","0.47593313493260087","0.3668495274242128","0.510799560441243","1.3551278169812826","0.3584508409750094","0.6551691684913491","0.5547507175531798","0.47593313493260087","0.8821488643425184","0.8559830626588072"
"AVG_bs(512)_lr(0.001)_hs(25)_e(80)","finished","","2025-06-04T15:33:46.000Z","512","80","25","0.001","0.477006790048317","0.3450977514479546","0.5107076974843998","1.2809982949289782","0.3550460179706033","0.6563338253344652","0.5475048814225681","0.477006790048317","0.8742145806679924","0.844376279052377"
"AVG_bs(128)_lr(0.001)_hs(25)_e(50)","finished","","2025-06-04T09:11:32.000Z","128","50","25","0.001","0.4860810891308538","0.3619278505815834","0.5105627721723334","1.2795772716791736","0.35935896681096163","0.669312306920341","0.5612734735866054","0.4860810891308538","0.8808068768045579","0.851506210712509"
"AVG_bs(64)_lr(0.0001)_hs(25)_e(50)","finished","","2025-06-04T05:28:19.000Z","64","50","25","0.0001","0.4828144846470985","0.33660315235396737","0.5102206391495521","1.3400311444375823","0.32222242087724545","0.6332472627966395","0.5380893432189886","0.4828144846470985","0.8683611410433393","0.8337057871032971"
"AVG_bs(32)_lr(0.0001)_hs(25)_e(30)","finished","","2025-06-03T21:57:52.000Z","32","30","25","0.0001","0.4890440200623137","0.3343899140151968","0.5100770835232487","1.3976352391165237","0.31998831094238045","0.62397837409716","0.5279475611477424","0.4890440200623137","0.8593295906691955","0.8247186573217075"
"AVG_bs(64)_lr(0.01)_hs(25)_e(50)","finished","","2025-06-04T02:41:28.000Z","64","50","25","0.01","0.48754799412012606","0.3460527472476545","0.5097500862810501","1.3874257035618245","0.34512545771673964","0.6440262785528691","0.5301895788175883","0.48754799412012606","0.8585788833125745","0.8286236839293194"
"AVG_bs(128)_lr(0.0001)_hs(25)_e(50)","finished","","2025-06-04T10:09:24.000Z","128","50","25","0.0001","0.4862692528689916","0.33017548988457673","0.5093565622350803","1.323407986941545","0.3179040694097013","0.629960060866628","0.5370586121409495","0.4862692528689916","0.8663010994418989","0.8284638448818938"
"AVG_bs(512)_lr(0.01)_hs(49)_e(80)","finished","","2025-06-04T15:10:37.000Z","512","80","49","0.01","0.4808298107244432","0.36696539172448533","0.5042485099660381","1.235152844724984","0.36161502944612034","0.6472326507139536","0.5658832444027468","0.4808298107244432","0.8843444091983599","0.8540842902966002"
"AVG_bs(64)_lr(0.01)_hs(25)_e(30)","finished","","2025-06-04T02:33:14.000Z","64","30","25","0.01","0.4751988962101599","0.3303503914975791","0.5042317979181785","1.3979057373689567","0.3250723612998976","0.6297675257535111","0.5222110441388903","0.4751988962101599","0.8595277531169042","0.8264610012531831"
"AVG_bs(64)_lr(0.01)_hs(98)_e(50)","finished","","2025-06-04T03:36:54.000Z","64","50","98","0.01","0.4887596359154781","0.3476240804863832","0.50418031424721","1.3602873721330062","0.35379589718865184","0.6383079168226983","0.519535793822034","0.4887596359154781","0.8680966016223559","0.8443811423649772"
"AVG_bs(256)_lr(0.0001)_hs(49)_e(30)","finished","","2025-06-04T13:42:25.000Z","256","30","49","0.0001","0.4762863306618854","0.3218446209333957","0.5040208396654828","1.3250732623297594","0.3126136575254425","0.6295985797155456","0.5303899308078874","0.4762863306618854","0.8637748922528736","0.8264343975732918"
"AVG_bs(512)_lr(0.0001)_hs(98)_e(30)","finished","","2025-06-04T16:21:36.000Z","512","30","98","0.0001","0.46894190109513206","0.3272660062849529","0.5027227854471725","1.2904949882934833","0.31697954232553743","0.6365147169244976","0.5398831058812835","0.46894190109513206","0.8707030308927368","0.8361314977868537"
"AVG_bs(64)_lr(1e-05)_hs(98)_e(80)","finished","","2025-06-04T08:03:28.000Z","64","80","98","0.00001","0.4807476619435033","0.3270055437080466","0.5026896535239438","1.3794063774399137","0.3142748764206385","0.6234116495518376","0.5261733447573149","0.4807476619435033","0.8600001596267193","0.8236866879560362"
"AVG_bs(32)_lr(0.01)_hs(25)_e(80)","finished","","2025-06-03T17:33:00.000Z","32","80","25","0.01","0.5019105326406634","0.3394913540138063","0.5013488520314278","1.4587942729307255","0.33692070114472766","0.6155119212824298","0.5055804507137853","0.5019105326406634","0.8477950826236278","0.8227698495904404"
"AVG_bs(32)_lr(1e-05)_hs(98)_e(50)","finished","","2025-06-04T02:03:53.000Z","32","50","98","0.00001","0.4826789426734483","0.32679068135570033","0.5012275534039516","1.4281745706952136","0.31276059110244325","0.6150165561372984","0.5184530539711715","0.4826789426734483","0.8527660759286737","0.8203745113424834"
"AVG_bs(256)_lr(0.01)_hs(49)_e(80)","finished","","2025-06-04T12:25:34.000Z","256","80","49","0.01","0.4755933827738043","0.3617136592196266","0.5010183596429745","1.4733339883130172","0.3610353278044722","0.6351837121495031","0.524990165035106","0.4755933827738043","0.8650819744159423","0.8415703029438071"
"AVG_bs(512)_lr(0.01)_hs(98)_e(30)","finished","","2025-06-04T15:12:59.000Z","512","30","98","0.01","0.4497229481211746","0.35062821487665075","0.5001771828264605","1.2483004278150098","0.35872196229950815","0.6714775345592419","0.5514698583068655","0.4497229481211746","0.8837154152370618","0.8578938675642428"
