"Name","State","Notes","User","Tags","Created","Runtime","Sweep","batch_size","epochs","fold","hidden_size","learning_rate","accuracy","f1_macro","f1_weighted","loss","precision_macro","precision_weighted","recall_macro","recall_weighted","roc_auc_ovo","roc_auc_ovr"
"TFG_MUL_bs(512)_lr(0.0001)_hs(98)_e(100)_fold(2)","finished","-","","","2025-05-29T02:28:48.000Z","74","","512","100","2","98","0.0001","0.5154709282556953","0.3324797519771773","0.523827526692037","1.8409478171118376","0.3327293219631628","0.6335070795499265","0.537084367398628","0.5154709282556953","0.7943280590480346","0.7699270786807462"
"TFG_MUL_bs(512)_lr(0.0001)_hs(98)_e(100)_fold(1)","finished","-","","","2025-05-29T02:27:33.000Z","74","","512","100","1","98","0.0001","0.5462767766065963","0.3378842380965216","0.5397828985566114","1.8481822178281584","0.4142920943295008","0.6728329746790327","0.5378665439517114","0.5462767766065963","0.7950045627087526","0.7688891128819416"
"TFG_MUL_bs(512)_lr(0.0001)_hs(49)_e(100)_fold(5)","finished","-","","","2025-05-29T02:26:19.000Z","69","","512","100","5","49","0.0001","0.5077529923830251","0.3289773592718782","0.5177507887454976","1.8634033326444952","0.3110362896361441","0.6162927507434133","0.5163490141557197","0.5077529923830251","0.7895968054869305","0.7676119599115593"
"TFG_MUL_bs(512)_lr(0.0001)_hs(49)_e(100)_fold(4)","finished","-","","","2025-05-29T02:25:07.000Z","70","","512","100","4","49","0.0001","0.47810119695321","0.29689354320040723","0.4933581435857255","1.8549948396353888","0.3141810586941167","0.6281051995831702","0.5171384430497823","0.47810119695321","0.7982103994871319","0.7711395113993114"
"TFG_MUL_bs(512)_lr(0.0001)_hs(49)_e(100)_fold(3)","finished","-","","","2025-05-29T02:23:57.000Z","69","","512","100","3","49","0.0001","0.5115946956817409","0.32710273670306134","0.5200521210005918","1.8469748414795977","0.33848937133725515","0.6306299310368471","0.535547127191686","0.5115946956817409","0.8021608330316519","0.7762667541373242"
"TFG_MUL_bs(512)_lr(0.0001)_hs(49)_e(100)_fold(2)","finished","-","","","2025-05-29T02:22:48.000Z","68","","512","100","2","49","0.0001","0.5141108466507991","0.32961174510967683","0.5189544017344697","1.8497933560404285","0.3666832206917532","0.63614845774567","0.5333290553769012","0.5141108466507991","0.8009252807245693","0.7722076683959087"
"TFG_MUL_bs(512)_lr(0.0001)_hs(49)_e(100)_fold(1)","finished","-","","","2025-05-29T02:21:34.000Z","73","","512","100","1","49","0.0001","0.49384563073784427","0.30918723049859614","0.5022485181316442","1.862162988761376","0.28433109439345855","0.603961901031423","0.5176921854453115","0.49384563073784427","0.7952430562029646","0.7666705724675883"
"TFG_MUL_bs(512)_lr(0.0001)_hs(25)_e(100)_fold(5)","finished","-","","","2025-05-29T02:20:21.000Z","68","","512","100","5","25","0.0001","0.4950353645266594","0.29923245432283446","0.5027208997439605","1.8896257712923248","0.30719631987005314","0.6160569679779264","0.4867602773310803","0.4950353645266594","0.7766369577368782","0.7528992681368682"
"TFG_MUL_bs(512)_lr(0.0001)_hs(25)_e(100)_fold(4)","finished","-","","","2025-05-29T02:19:11.000Z","69","","512","100","4","25","0.0001","0.48340587595212187","0.3057729250659858","0.4985635602709544","1.8497763255546833","0.3104161809942306","0.6199387359306142","0.530967010830218","0.48340587595212187","0.8039789270223747","0.7734069180766445"
"TFG_MUL_bs(512)_lr(0.0001)_hs(25)_e(100)_fold(3)","finished","-","","","2025-05-29T02:17:59.000Z","71","","512","100","3","25","0.0001","0.47344440666439985","0.291864630379165","0.48485512908294937","1.8653954842994953","0.32062451594551644","0.6219877141660137","0.5168985747503602","0.47344440666439985","0.7979720802661127","0.7671411572150861"
"TFG_MUL_bs(512)_lr(0.0001)_hs(25)_e(100)_fold(2)","finished","-","","","2025-05-29T02:16:46.000Z","72","","512","100","2","25","0.0001","0.4718123087385243","0.3019990136601607","0.48777618635450615","1.864835599373127","0.2967187662673785","0.6147155174946513","0.5186813678393823","0.4718123087385243","0.7982296602187509","0.7669955883753447"
"TFG_MUL_bs(512)_lr(0.0001)_hs(25)_e(100)_fold(1)","finished","-","","","2025-05-29T02:15:33.000Z","71","","512","100","1","25","0.0001","0.47337640258415503","0.3020300117305099","0.48411887805716847","1.8711591794573028","0.3163666912383907","0.6178014483314908","0.5115697531272496","0.47337640258415503","0.7932693680867509","0.7630765457866419"
"TFG_MUL_bs(512)_lr(0.001)_hs(98)_e(100)_fold(5)","finished","-","","","2025-05-29T02:14:16.000Z","71","","512","100","5","98","0.001","0.5790261153427638","0.4097659147857165","0.5912953081304103","1.8192388970276403","0.3878243538087516","0.6820223984342465","0.5545396272415234","0.5790261153427638","0.8006124129214085","0.779430072062895"
"TFG_MUL_bs(512)_lr(0.001)_hs(98)_e(100)_fold(4)","finished","-","","","2025-05-29T02:13:03.000Z","71","","512","100","4","98","0.001","0.4800734494015234","0.3763986819498482","0.5054985466881727","1.810241801985379","0.3732589511683787","0.67961635737093","0.5608371652786796","0.4800734494015234","0.8205579915840148","0.7853928539943407"
"TFG_MUL_bs(512)_lr(0.001)_hs(98)_e(100)_fold(3)","finished","-","","","2025-05-29T02:11:47.000Z","75","","512","100","3","98","0.001","0.5553893233594016","0.3846488479103517","0.5557823604176402","1.820260397319136","0.3863532498806559","0.6646255715390484","0.5498621546420295","0.5553893233594016","0.8135311071668306","0.7813232522491912"
"TFG_MUL_bs(512)_lr(0.001)_hs(98)_e(100)_fold(2)","finished","-","","","2025-05-29T02:10:33.000Z","73","","512","100","2","98","0.001","0.5560693641618497","0.39521812422219504","0.5594038632258687","1.8307536922652143","0.4014056006769005","0.6785523100110098","0.5440279431112385","0.5560693641618497","0.7915420035995632","0.7785323749350616"
"TFG_MUL_bs(512)_lr(0.001)_hs(98)_e(100)_fold(1)","finished","-","","","2025-05-29T02:09:21.000Z","70","","512","100","1","98","0.001","0.5117987079224754","0.4024730096109247","0.5403783619446672","1.8176293167574653","0.3951946099646633","0.689917587815766","0.5714315021774599","0.5117987079224754","0.8006197172976816","0.7719714887186"
"TFG_MUL_bs(512)_lr(0.001)_hs(49)_e(100)_fold(5)","finished","-","","","2025-05-29T02:08:05.000Z","71","","512","100","5","49","0.001","0.5582834602829162","0.4100391355450304","0.5737523685821057","1.8102240315799056","0.38767975191464354","0.6825095459107152","0.5688836946054712","0.5582834602829162","0.8098509934582525","0.7753851126061537"
"TFG_MUL_bs(512)_lr(0.001)_hs(49)_e(100)_fold(4)","finished","-","","","2025-05-29T02:06:50.000Z","73","","512","100","4","49","0.001","0.47170837867247006","0.3660728506150104","0.5051775071800615","1.8053777053438385","0.34703041033754106","0.6514708425918133","0.5683340152974352","0.47170837867247006","0.8290011736892218","0.7902408533798897"
"TFG_MUL_bs(512)_lr(0.001)_hs(49)_e(100)_fold(3)","finished","-","","","2025-05-29T02:05:37.000Z","72","","512","100","3","49","0.001","0.4885413124787487","0.37211131642588713","0.5234393003000786","1.8132144541575992","0.35186498208891887","0.6427292374540405","0.5604970132756928","0.4885413124787487","0.8209351423312112","0.7867230879252705"
"TFG_MUL_bs(512)_lr(0.001)_hs(49)_e(100)_fold(2)","finished","-","","","2025-05-29T02:04:25.000Z","71","","512","100","2","49","0.001","0.5392043522611357","0.38945293943398335","0.560698491548656","1.8147109048119907","0.3656570711176712","0.6696361056556048","0.5585894315784398","0.5392043522611357","0.8111491955103863","0.7814658109868134"
"TFG_MUL_bs(512)_lr(0.001)_hs(49)_e(100)_fold(1)","finished","-","","","2025-05-29T02:03:16.000Z","68","","512","100","1","49","0.001","0.45719143148588914","0.38497915350801615","0.5165751338876866","1.822391547005752","0.38869030408329913","0.684057947031261","0.5520265459023027","0.45719143148588914","0.8147893992056979","0.7837484022034461"
"TFG_MUL_bs(512)_lr(0.001)_hs(25)_e(100)_fold(5)","finished","-","","","2025-05-29T02:02:03.000Z","68","","512","100","5","25","0.001","0.5730413492927094","0.3770362543048275","0.5703195356714647","1.8396095448526844","0.3735249127314776","0.6532780451990046","0.53999857572954","0.5730413492927094","0.7980618099970256","0.772015481403162"
"TFG_MUL_bs(512)_lr(0.001)_hs(25)_e(100)_fold(4)","finished","-","","","2025-05-29T02:00:53.000Z","69","","512","100","4","25","0.001","0.5631120783460283","0.38408934636772846","0.5541419372652711","1.849326622897181","0.3759330312292533","0.6259070131393","0.5288024441608065","0.5631120783460283","0.775467408036137","0.7814456148361392"
"TFG_MUL_bs(512)_lr(0.001)_hs(25)_e(100)_fold(3)","finished","-","","","2025-05-29T01:59:44.000Z","68","","512","100","3","25","0.001","0.5728663719823189","0.3864771641803605","0.5706830886747377","1.8165216322602895","0.37374170630096865","0.6580268986272083","0.5648605274303248","0.5728663719823189","0.8076031461256153","0.7760814760555778"
"TFG_MUL_bs(512)_lr(0.001)_hs(25)_e(100)_fold(2)","finished","-","","","2025-05-29T01:58:36.000Z","67","","512","100","2","25","0.001","0.5481808908534512","0.3731843123112475","0.5543475134591858","1.8320823209039097","0.3672740127640514","0.6702198419304194","0.545924420437027","0.5481808908534512","0.799217068430728","0.7673082805028044"
"TFG_MUL_bs(512)_lr(0.001)_hs(25)_e(100)_fold(1)","finished","-","","","2025-05-29T01:57:24.000Z","70","","512","100","1","25","0.001","0.4718123087385243","0.3527915294732008","0.5112763911106021","1.8517678606099095","0.3690446569325494","0.6751244840395039","0.5248877654674584","0.4718123087385243","0.7981790798010316","0.7746414632992236"
"TFG_MUL_bs(512)_lr(0.01)_hs(98)_e(100)_fold(5)","finished","-","","","2025-05-29T01:56:07.000Z","72","","512","100","5","98","0.01","0.5778019586507073","0.4181051160580592","0.5901457792691469","1.8024510350720635","0.39675998773472215","0.6804935389677621","0.5722450279609606","0.5778019586507073","0.8102876532975465","0.7842929662557245"
"TFG_MUL_bs(512)_lr(0.01)_hs(98)_e(100)_fold(4)","finished","-","","","2025-05-29T01:54:50.000Z","76","","512","100","4","98","0.01","0.5773939064200218","0.41798767578957535","0.5900739473139394","1.792008737037922","0.39008452430458235","0.6748027528784589","0.5795981872074957","0.5773939064200218","0.8197017623565068","0.7941382484668751"
"TFG_MUL_bs(512)_lr(0.01)_hs(98)_e(100)_fold(3)","finished","-","","","2025-05-29T01:53:36.000Z","73","","512","100","3","98","0.01","0.519619177150629","0.3514206447278016","0.5404160747495914","1.8128898801474735","0.3463930164088695","0.6625723528039972","0.5673526478712444","0.519619177150629","0.8048130324282033","0.7630184355336764"
"TFG_MUL_bs(512)_lr(0.01)_hs(98)_e(100)_fold(2)","finished","-","","","2025-05-29T01:52:20.000Z","75","","512","100","2","98","0.01","0.5420605236314179","0.37692915195091414","0.5690193652223332","1.7950772786962574","0.3649455600868848","0.6830600246060738","0.5823240900615911","0.5420605236314179","0.8128010090827795","0.7838751284797034"
"TFG_MUL_bs(512)_lr(0.01)_hs(98)_e(100)_fold(1)","finished","-","","","2025-05-29T01:51:07.000Z","71","","512","100","1","98","0.01","0.567698061883713","0.37959708569504863","0.5813433469870275","1.8110681237845585","0.3659949902395429","0.6717392314484333","0.5638962580885803","0.567698061883713","0.798827992749737","0.7803487581331571"
"TFG_MUL_bs(512)_lr(0.01)_hs(49)_e(100)_fold(5)","finished","-","","","2025-05-29T01:49:49.000Z","71","","512","100","5","49","0.01","0.5331882480957563","0.3608674007873715","0.5217938085452766","1.8630658799204336","0.37984118060745753","0.6253238190259912","0.5076139837366554","0.5331882480957563","0.7793110634559155","0.7693202198648522"
"TFG_MUL_bs(512)_lr(0.01)_hs(49)_e(100)_fold(4)","finished","-","","","2025-05-29T01:48:37.000Z","70","","512","100","4","49","0.01","0.5182943416757345","0.3519091850959352","0.49469716876624154","1.8387308819540615","0.3925231675628367","0.6563646226995076","0.5293712084119175","0.5182943416757345","0.8011685884087405","0.7751762162820293"
"TFG_MUL_bs(512)_lr(0.01)_hs(49)_e(100)_fold(3)","finished","-","","","2025-05-29T01:47:22.000Z","73","","512","100","3","49","0.01","0.5747704862291737","0.4197328857214773","0.5871022361470084","1.807667317061589","0.3968649525992371","0.6765095273359952","0.5696475232811579","0.5747704862291737","0.7926063050174729","0.7775498867149104"
"TFG_MUL_bs(512)_lr(0.01)_hs(49)_e(100)_fold(2)","finished","-","","","2025-05-29T01:46:10.000Z","71","","512","100","2","49","0.01","0.5415844950697042","0.3883686477066808","0.5641578421122226","1.8113265900776303","0.3799350056782335","0.6830791594407905","0.5665730285692451","0.5415844950697042","0.8058148729160107","0.778027656409263"
"TFG_MUL_bs(512)_lr(0.01)_hs(49)_e(100)_fold(1)","finished","-","","","2025-05-29T01:44:57.000Z","72","","512","100","1","49","0.01","0.5625297517851071","0.4003244766841854","0.5569755099811649","1.8478531138650305","0.4006844781476444","0.6467598960229769","0.5294234699531459","0.5625297517851071","0.7787550101152614","0.7800171701847696"
"TFG_MUL_bs(512)_lr(0.01)_hs(25)_e(100)_fold(5)","finished","-","","","2025-05-29T01:43:44.000Z","68","","512","100","5","25","0.01","0.5150979325353645","0.38248649181619854","0.5336314417293443","1.8334394446734723","0.3620307171294606","0.6536421623200596","0.536998441283473","0.5150979325353645","0.7965735118980869","0.7678634895066474"
"TFG_MUL_bs(512)_lr(0.01)_hs(25)_e(100)_fold(4)","finished","-","","","2025-05-29T01:42:34.000Z","69","","512","100","4","25","0.01","0.4592627856365615","0.32539219486043314","0.49199529247295015","1.829362359540216","0.32963302035837216","0.6432306000646282","0.5452726507936286","0.4592627856365615","0.8151298304895058","0.7805104356049465"
"TFG_MUL_bs(512)_lr(0.01)_hs(25)_e(100)_fold(3)","finished","-","","","2025-05-29T01:41:23.000Z","70","","512","100","3","25","0.01","0.4091125467528052","0.25593564137204416","0.43755689939302106","1.9238721954411473","0.25346929347065505","0.5452339430085593","0.4539438150535851","0.4091125467528052","0.7447494134348877","0.7295403349893962"
"TFG_MUL_bs(512)_lr(0.01)_hs(25)_e(100)_fold(2)","finished","-","","","2025-05-29T01:40:14.000Z","68","","512","100","2","25","0.01","0.5472968378102686","0.4045813421897595","0.5500689437395248","1.8416604872407585","0.40577444998834766","0.6704904627205701","0.542351193353293","0.5472968378102686","0.7709932933212295","0.7701094983272756"
"TFG_MUL_bs(512)_lr(0.01)_hs(25)_e(100)_fold(1)","finished","-","","","2025-05-29T01:39:04.000Z","68","","512","100","1","25","0.01","0.5230873852431146","0.34940182809590703","0.5090452243145283","1.849654896505948","0.36123773507810814","0.6417498368749096","0.5256426662095062","0.5230873852431146","0.7957976924825564","0.7714521249851592"
"TFG_MUL_bs(256)_lr(1e-05)_hs(98)_e(100)_fold(5)","finished","-","","","2025-05-29T01:37:30.000Z","89","","256","100","5","98","0.00001","0.408664309031556","0.24579427651405833","0.4347368735142309","1.9362194085943287","0.2608502496054845","0.5845002595573716","0.4489932405853598","0.408664309031556","0.7715264521081587","0.741380852347593"
"TFG_MUL_bs(256)_lr(1e-05)_hs(98)_e(100)_fold(4)","finished","-","","","2025-05-29T01:36:01.000Z","88","","256","100","4","98","0.00001","0.4243743199129489","0.25702409177822827","0.444279019612705","1.9106983069715828","0.25218714932708236","0.5739973554033189","0.47521957542498394","0.4243743199129489","0.7872913288802631","0.7524922689838685"
"TFG_MUL_bs(256)_lr(1e-05)_hs(98)_e(100)_fold(3)","finished","-","","","2025-05-29T01:34:34.000Z","86","","256","100","3","98","0.00001","0.4337980278816729","0.2595644822421513","0.45124752368797305","1.9116704628385344","0.3223000044077661","0.6092373025217779","0.4785273720191853","0.4337980278816729","0.7850641821449695","0.7534857132415078"
"TFG_MUL_bs(256)_lr(1e-05)_hs(98)_e(100)_fold(2)","finished","-","","","2025-05-29T01:33:04.000Z","88","","256","100","2","98","0.00001","0.40210812648758926","0.2408404562330136","0.42805853101290664","1.92543749357092","0.2583897186757709","0.5838569790767283","0.459749700757067","0.40210812648758926","0.7798422107993505","0.7475446904890128"
"TFG_MUL_bs(256)_lr(1e-05)_hs(98)_e(100)_fold(1)","finished","-","","","2025-05-29T01:31:34.000Z","89","","256","100","1","98","0.00001","0.4227813668820129","0.25358141853692906","0.4434099948485355","1.9164916934638188","0.3330994914661281","0.6189669889948077","0.4717665053618166","0.4227813668820129","0.7851100756879437","0.7521489609413553"
"TFG_MUL_bs(256)_lr(1e-05)_hs(49)_e(100)_fold(5)","finished","-","","","2025-05-29T01:30:00.000Z","89","","256","100","5","49","0.00001","0.4030195865070729","0.23997183100207964","0.4313203179749462","1.9576013540399488","0.2808883730718341","0.5922989953458487","0.43865298365960015","0.4030195865070729","0.7688426259907046","0.7381334887420157"
"TFG_MUL_bs(256)_lr(1e-05)_hs(49)_e(100)_fold(4)","finished","-","","","2025-05-29T01:28:32.000Z","86","","256","100","4","49","0.00001","0.3718715995647443","0.23134313537182255","0.4060073100798008","1.9418639417352348","0.24133631354672488","0.569322943994945","0.45425281828986575","0.3718715995647443","0.7836420133816664","0.7464101598023314"
"TFG_MUL_bs(256)_lr(1e-05)_hs(49)_e(100)_fold(3)","finished","-","","","2025-05-29T01:27:04.000Z","87","","256","100","3","49","0.00001","0.3674260455627338","0.2366489330196953","0.4037301356115397","1.940970242023468","0.26228014238170677","0.5849031109455394","0.4539180874360558","0.3674260455627338","0.7837322658953507","0.7507665560546642"
"TFG_MUL_bs(256)_lr(1e-05)_hs(49)_e(100)_fold(2)","finished","-","","","2025-05-29T01:25:37.000Z","86","","256","100","2","49","0.00001","0.36865011900714045","0.2251457177950149","0.4084332124820977","1.951861073230875","0.2860889929931143","0.5923676040967051","0.4347459591027084","0.36865011900714045","0.7808020825201891","0.7433435961708236"
"TFG_MUL_bs(256)_lr(1e-05)_hs(49)_e(100)_fold(1)","finished","-","","","2025-05-29T01:24:08.000Z","88","","256","100","1","49","0.00001","0.39646378782726965","0.2362167553795037","0.4287805146774724","1.9476683386440936","0.2415556291553278","0.5627928516997827","0.4477092598821087","0.39646378782726965","0.777695793193532","0.7460479038308921"
"TFG_MUL_bs(256)_lr(1e-05)_hs(25)_e(100)_fold(5)","finished","-","","","2025-05-29T01:22:39.000Z","84","","256","100","5","25","0.00001","0.31045973884657235","0.191630421134718","0.3431434227165186","2.005699745539961","0.2556181600535792","0.5705368939069666","0.4025073271563405","0.31045973884657235","0.7642658379690634","0.7223246271829412"
"TFG_MUL_bs(256)_lr(1e-05)_hs(25)_e(100)_fold(4)","finished","-","","","2025-05-29T01:21:15.000Z","83","","256","100","4","25","0.00001","0.36622687704026113","0.22745754411286212","0.4041494359515521","1.975367566634869","0.26889470243426894","0.5851110260373077","0.4543367620168125","0.36622687704026113","0.7744874023872658","0.734947822137122"
"TFG_MUL_bs(256)_lr(1e-05)_hs(25)_e(100)_fold(3)","finished","-","","","2025-05-29T01:19:51.000Z","83","","256","100","3","25","0.00001","0.42448146888813326","0.2407681781864296","0.4366800325462374","1.996050300269291","0.2389873067144895","0.5649977581319067","0.3943329482031034","0.42448146888813326","0.7524338137024328","0.7312292148654594"
"TFG_MUL_bs(256)_lr(1e-05)_hs(25)_e(100)_fold(2)","finished","-","","","2025-05-29T01:18:25.000Z","84","","256","100","2","25","0.00001","0.35579734784087047","0.18773585771335613","0.39144382328363264","1.996288523591798","0.22637962044274124","0.5023367211403671","0.40605022549495184","0.35579734784087047","0.7680024507377994","0.7297768542527813"
"TFG_MUL_bs(256)_lr(1e-05)_hs(25)_e(100)_fold(1)","finished","-","","","2025-05-29T01:16:59.000Z","85","","256","100","1","25","0.00001","0.27562053723223395","0.18541122330306023","0.2983610454449276","1.978703694096927","0.25813757336590754","0.5790903659668403","0.4249238136892985","0.27562053723223395","0.7882862995647693","0.7448765539690696"
"TFG_MUL_bs(256)_lr(0.0001)_hs(98)_e(100)_fold(5)","finished","-","","","2025-05-29T01:15:25.000Z","89","","256","100","5","98","0.0001","0.5382208922742111","0.3650075798460679","0.547872212501093","1.845186149251872","0.35002128555346856","0.6408133704345389","0.5375778121512036","0.5382208922742111","0.807193089388662","0.7789430092431124"
"TFG_MUL_bs(256)_lr(0.0001)_hs(98)_e(100)_fold(4)","finished","-","","","2025-05-29T01:13:58.000Z","86","","256","100","4","98","0.0001","0.5522986942328618","0.3618335329058","0.5566755945204389","1.828614407572253","0.33428386423512824","0.637066360960341","0.5510698308054411","0.5522986942328618","0.8093182019855747","0.7746520765668822"
"TFG_MUL_bs(256)_lr(0.0001)_hs(98)_e(100)_fold(3)","finished","-","","","2025-05-29T01:12:28.000Z","89","","256","100","3","98","0.0001","0.5541652499149949","0.37441612127876817","0.5613682406481293","1.8244472557100757","0.35860848850585714","0.6465681584633164","0.5626966638928541","0.5541652499149949","0.8210954742323322","0.7847077830777889"
"TFG_MUL_bs(256)_lr(0.0001)_hs(98)_e(100)_fold(2)","finished","-","","","2025-05-29T01:11:01.000Z","86","","256","100","2","98","0.0001","0.5459367562053723","0.3655056031474164","0.5509297439410378","1.8433195003147784","0.3483731364634263","0.642254224679115","0.538989702655023","0.5459367562053723","0.7990911631971582","0.7694876319079946"
"TFG_MUL_bs(256)_lr(0.0001)_hs(98)_e(100)_fold(1)","finished","-","","","2025-05-29T01:09:29.000Z","90","","256","100","1","98","0.0001","0.5241754505270316","0.3454509247289361","0.5309423135667424","1.8403871737677475","0.3364564891607118","0.6311033674383656","0.538855440996295","0.5241754505270316","0.8153314419301763","0.782143116652777"
