"Name","State","Notes","User","Tags","Created","Runtime","Sweep","batch_size","epochs","fold","hidden_size","learning_rate","accuracy","f1","f2","false_negatives","false_positives","loss","precision","recall","roc_auc","specificity","true_negatives","true_positives"
"TFG_BIN_bs(20000)_lr(0.0001)_hs(49)_e(20)_fold(5)","finished","-","","","2025-05-23T01:58:22.000Z","384","","20000","20","5","49","0.0001","0.9591660443394228","0.0069124423963133645","0.004331725215736903","14653","1","0.15541442566447788","0.9807692307692308","0.003468443960826986","0.8053748971708314","0.9999970944084796","344163","51"
"TFG_BIN_bs(20000)_lr(0.0001)_hs(49)_e(20)_fold(4)","finished","-","","","2025-05-23T01:51:48.000Z","393","","20000","20","4","49","0.0001","0.9591410793353564","0.005965697240865026","0.003737301668195563","14661","2","0.1518615699476666","0.9565217391304348","0.0029921795307718464","0.8148224866748941","0.9999941888169592","344162","44"
"TFG_BIN_bs(20000)_lr(0.0001)_hs(49)_e(20)_fold(3)","finished","-","","","2025-05-23T01:45:10.000Z","397","","20000","20","3","49","0.0001","0.9591856638494828","0.008126227398930047","0.0050949356339798245","14645","2","0.14582207881742054","0.967741935483871","0.004080244814688882","0.8365913747516707","0.9999941888169592","344162","60"
"TFG_BIN_bs(20000)_lr(0.0001)_hs(49)_e(20)_fold(2)","finished","-","","","2025-05-23T01:38:27.000Z","402","","20000","20","2","49","0.0001","0.9591912369137484","0.008261664522245547","0.005179851227879488","14644","1","0.15564012858602735","0.9838709677419356","0.004148248894933696","0.8037944479281465","0.9999970944084796","344163","61"
"TFG_BIN_bs(20000)_lr(0.0001)_hs(49)_e(20)_fold(1)","finished","-","","","2025-05-23T01:31:49.000Z","396","","20000","20","1","49","0.0001","0.9591717311888182","0.007182545060306275","0.004501443859351113","14651","1","0.1435343407922321","0.9814814814814816","0.003604461371055495","0.851290093410544","0.999997094416922","344164","53"
"TFG_BIN_bs(20000)_lr(0.0001)_hs(49)_e(10)_fold(5)","finished","-","","","2025-05-23T01:28:30.000Z","194","","20000","10","5","49","0.0001","0.9590267173445388","0","0","14704","0","0.21497291078170144","0","0","0.6402888190694673","1","344164","0"
"TFG_BIN_bs(20000)_lr(0.0001)_hs(49)_e(10)_fold(4)","finished","-","","","2025-05-23T01:24:58.000Z","211","","20000","10","4","49","0.0001","0.9590240449857748","0","0","14705","0","0.21991985456811056","0","0","0.6149711397404735","1","344164","0"
"TFG_BIN_bs(20000)_lr(0.0001)_hs(49)_e(10)_fold(3)","finished","-","","","2025-05-23T01:21:38.000Z","198","","20000","10","3","49","0.0001","0.9590240449857748","0","0","14705","0","0.21525369501776165","0","0","0.6594906134100267","1","344164","0"
"TFG_BIN_bs(20000)_lr(0.0001)_hs(49)_e(10)_fold(2)","finished","-","","","2025-05-23T01:18:10.000Z","206","","20000","10","2","49","0.0001","0.9590240449857748","0","0","14705","0","0.22333470152484047","0","0","0.6599441463111488","1","344164","0"
"TFG_BIN_bs(20000)_lr(0.0001)_hs(49)_e(10)_fold(1)","finished","-","","","2025-05-23T01:14:49.000Z","199","","20000","10","1","49","0.0001","0.9590268315179076","0","0","14704","0","0.21212931722402573","0","0","0.6550350156353725","1","344165","0"
"TFG_BIN_bs(20000)_lr(0.0001)_hs(25)_e(30)_fold(5)","finished","-","","","2025-05-23T01:05:08.000Z","576","","20000","30","5","25","0.0001","0.9593415963529766","0.015518521017475204","0.00975684251607758","14589","2","0.1334763475590282","0.9829059829059827","0.007821001088139282","0.8728374379268904","0.9999941888169592","344162","115"
"TFG_BIN_bs(20000)_lr(0.0001)_hs(25)_e(30)_fold(4)","finished","-","","","2025-05-23T00:55:31.000Z","576","","20000","30","4","25","0.0001","0.9591689446566852","0.007316577467651244","0.004585909368842992","14651","2","0.14029624478684533","0.9642857142857144","0.003672220333219993","0.8486435583375853","0.9999941888169592","344162","54"
"TFG_BIN_bs(20000)_lr(0.0001)_hs(25)_e(30)_fold(3)","finished","-","","","2025-05-23T00:45:56.000Z","574","","20000","30","3","25","0.0001","0.9593417096489248","0.015784148397976393","0.00992534781133356","14588","3","0.13067106074757046","0.975","0.007956477388643319","0.8843745064273364","0.9999912832254392","344161","117"
"TFG_BIN_bs(20000)_lr(0.0001)_hs(25)_e(30)_fold(2)","finished","-","","","2025-05-23T00:36:21.000Z","573","","20000","30","2","25","0.0001","0.9593835076309184","0.017657366221862786","0.011110545688938649","14574","2","0.13489611529641682","0.9849624060150376","0.008908534512070724","0.8688512082682516","0.9999941888169592","344162","131"
"TFG_BIN_bs(20000)_lr(0.0001)_hs(25)_e(30)_fold(1)","finished","-","","","2025-05-23T00:27:02.000Z","558","","20000","30","1","25","0.0001","0.9592525406206722","0.011090823020220464","0.006961068948539024","14622","1","0.14435690724187428","0.9879518072289156","0.005576713819368879","0.8385848730697297","0.999997094416922","344164","82"
"TFG_BIN_bs(20000)_lr(0.0001)_hs(25)_e(20)_fold(5)","finished","-","","","2025-05-23T00:20:35.000Z","382","","20000","20","5","25","0.0001","0.9590267173445388","0","0","14704","0","0.1865582772427135","0","0","0.7001001152147661","1","344164","0"
"TFG_BIN_bs(20000)_lr(0.0001)_hs(25)_e(20)_fold(4)","finished","-","","","2025-05-23T00:13:59.000Z","395","","20000","20","4","25","0.0001","0.9590240449857748","0","0","14705","0","0.18550780415534973","0","0","0.7001836189598625","1","344164","0"
"TFG_BIN_bs(20000)_lr(0.0001)_hs(25)_e(20)_fold(3)","finished","-","","","2025-05-23T00:07:17.000Z","401","","20000","20","3","25","0.0001","0.9590296180500404","0.0002719793295709526","0.000170004420114923","14703","0","0.16922428458929062","1","0.0001360081604896294","0.7526690485100843","1","344164","2"
"TFG_BIN_bs(20000)_lr(0.0001)_hs(25)_e(20)_fold(2)","finished","-","","","2025-05-23T00:00:50.000Z","386","","20000","20","2","25","0.0001","0.9590240449857748","0","0","14705","0","0.17560426890850067","0","0","0.7293756920983652","1","344164","0"
"TFG_BIN_bs(20000)_lr(0.0001)_hs(25)_e(20)_fold(1)","finished","-","","","2025-05-22T23:54:07.000Z","402","","20000","20","1","25","0.0001","0.9590268315179076","0.00013599891200870393","0.00008500799075113061","14703","1","0.1653362520866924","0.5","0.00006800870511425463","0.75702274608364","0.999997094416922","344164","1"
"TFG_BIN_bs(20000)_lr(0.0001)_hs(25)_e(10)_fold(5)","finished","-","","","2025-05-22T23:50:38.000Z","205","","20000","10","5","25","0.0001","0.9590267173445388","0","0","14704","0","0.2711702254083421","0","0","0.4653413513697806","1","344164","0"
"TFG_BIN_bs(20000)_lr(0.0001)_hs(25)_e(10)_fold(4)","finished","-","","","2025-05-22T23:47:12.000Z","204","","20000","10","4","25","0.0001","0.9590240449857748","0","0","14705","0","0.26854175494776833","0","0","0.5978820764031584","1","344164","0"
"TFG_BIN_bs(20000)_lr(0.0001)_hs(25)_e(10)_fold(3)","finished","-","","","2025-05-22T23:43:54.000Z","197","","20000","10","3","25","0.0001","0.9590240449857748","0","0","14705","0","0.2609737184312608","0","0","0.5373909717041385","1","344164","0"
"TFG_BIN_bs(20000)_lr(0.0001)_hs(25)_e(10)_fold(2)","finished","-","","","2025-05-22T23:40:33.000Z","199","","20000","10","2","25","0.0001","0.9590240449857748","0","0","14705","0","0.238409500155184","0","0","0.5733722476179198","1","344164","0"
"TFG_BIN_bs(20000)_lr(0.0001)_hs(25)_e(10)_fold(1)","finished","-","","","2025-05-22T23:37:14.000Z","197","","20000","10","1","25","0.0001","0.9590268315179076","0","0","14704","0","0.2906458361281289","0","0","0.5342129986760311","1","344165","0"
"TFG_BIN_bs(20000)_lr(0.001)_hs(98)_e(30)_fold(5)","finished","-","","","2025-05-22T23:27:34.000Z","576","","20000","30","5","98","0.001","0.9996043113345296","0.9951644759245386","0.9943112224067068","92","50","0.004893107119844192","0.9965898240349202","0.9937431991294886","0.9998257018562232","0.999854720423984","344114","14612"
"TFG_BIN_bs(20000)_lr(0.001)_hs(98)_e(30)_fold(4)","finished","-","","","2025-05-22T23:17:53.000Z","579","","20000","30","4","98","0.001","0.9995653009872684","0.9946837513631408","0.9933432254727128","111","45","0.004882157806100117","0.9969260195368536","0.9924515470928256","0.9997158483639028","0.9998692483815856","344119","14594"
"TFG_BIN_bs(20000)_lr(0.001)_hs(98)_e(30)_fold(3)","finished","-","","","2025-05-22T23:08:03.000Z","589","","20000","30","3","98","0.001","0.9996711892083184","0.9959814739136358","0.9950462036772412","82","36","0.004056407914807399","0.9975441708165632","0.9944236654199252","0.999860410087896","0.9998953987052684","344128","14623"
"TFG_BIN_bs(20000)_lr(0.001)_hs(98)_e(30)_fold(2)","finished","-","","","2025-05-22T22:58:22.000Z","579","","20000","30","2","98","0.001","0.9995903797764644","0.9949923352069494","0.9938750510412412","101","46","0.004878394253965881","0.9968600682593856","0.9931315878952736","0.9996121128188646","0.9998663427900653","344118","14604"
"TFG_BIN_bs(20000)_lr(0.001)_hs(98)_e(30)_fold(1)","finished","-","","","2025-05-22T22:48:44.000Z","577","","20000","30","1","98","0.001","0.9996934814653816","0.9962574850299402","0.995932194166304","63","47","0.004893382286859883","0.9968001089324618","0.995715451577802","0.9997864024940464","0.9998634375953396","344118","14641"
"TFG_BIN_bs(20000)_lr(0.001)_hs(98)_e(20)_fold(5)","finished","-","","","2025-05-22T22:41:55.000Z","404","","20000","20","5","98","0.001","0.999169611110492","0.9897959183673468","0.9856647934966448","251","47","0.008452219888567924","0.9967586206896552","0.982929815016322","0.9996966266242115","0.9998634371985448","344117","14453"
"TFG_BIN_bs(20000)_lr(0.001)_hs(98)_e(20)_fold(4)","finished","-","","","2025-05-22T22:35:19.000Z","395","","20000","20","4","98","0.001","0.9992476363241184","0.9907641786960388","0.9871981894777024","223","47","0.007650552369240258","0.996765090508638","0.9848350901054064","0.9996833729201818","0.9998634371985448","344117","14482"
"TFG_BIN_bs(20000)_lr(0.001)_hs(98)_e(20)_fold(3)","finished","-","","","2025-05-22T22:28:35.000Z","402","","20000","20","3","98","0.001","0.999283861241846","0.9912055572665366","0.9874144372630832","222","35","0.007979923626407981","0.997589199614272","0.9849030941856513","0.9997699249688736","0.9998983042967888","344129","14483"
"TFG_BIN_bs(20000)_lr(0.001)_hs(98)_e(20)_fold(2)","finished","-","","","2025-05-22T22:21:50.000Z","404","","20000","20","2","98","0.001","0.9992866477739788","0.9912436721849774","0.9877165955474364","215","41","0.007300452406828602","0.9971784460807928","0.9853791227473648","0.9996027871643126","0.9998808707476669","344123","14490"
"TFG_BIN_bs(20000)_lr(0.001)_hs(98)_e(20)_fold(1)","finished","-","","","2025-05-22T22:15:12.000Z","396","","20000","20","1","98","0.001","0.9993256592238392","0.9917276269911808","0.9886050759207262","198","44","0.0075807947303271955","0.996975945017182","0.9865342763873776","0.9997790612728188","0.9998721543445732","344121","14506"
"TFG_BIN_bs(20000)_lr(0.001)_hs(98)_e(10)_fold(5)","finished","-","","","2025-05-22T22:11:56.000Z","192","","20000","10","5","98","0.001","0.9897956908947022","0.8583255957907768","0.7928101772441395","3611","51","0.025371584627363417","0.9954235463029432","0.7544205658324266","0.994614176370436","0.9998518148324635","344113","11093"
"TFG_BIN_bs(20000)_lr(0.001)_hs(98)_e(10)_fold(4)","finished","-","","","2025-05-22T22:08:29.000Z","206","","20000","10","4","98","0.001","0.9872766942812","0.8169499679281591","0.7377025442013351","4516","50","0.026996187658773527","0.9951167106162712","0.6928935736144168","0.9948389110027138","0.999854720423984","344114","10189"
"TFG_BIN_bs(20000)_lr(0.001)_hs(98)_e(10)_fold(3)","finished","-","","","2025-05-22T22:05:06.000Z","202","","20000","10","3","98","0.001","0.9901328897174178","0.8635505375515394","0.7996032312391174","3500","41","0.02450976800173521","0.9963542592921928","0.7619857191431486","0.994743519771168","0.9998808707476669","344123","11205"
"TFG_BIN_bs(20000)_lr(0.001)_hs(98)_e(10)_fold(2)","finished","-","","","2025-05-22T22:01:35.000Z","210","","20000","10","2","98","0.001","0.9885752182551292","0.8386462022825659","0.7662711254944264","4050","50","0.025400734610027734","0.9953292853806632","0.7245834750085005","0.9953278115028156","0.999854720423984","344114","10655"
"TFG_BIN_bs(20000)_lr(0.001)_hs(98)_e(10)_fold(1)","finished","-","","","2025-05-22T21:58:05.000Z","209","","20000","10","1","98","0.001","0.9873491441166554","0.8181089743589743","0.7390838545286078","4494","46","0.027310795875059232","0.9955148205928236","0.6943688792165397","0.9944147390752408","0.9998663431784174","344119","10210"
"TFG_BIN_bs(20000)_lr(0.001)_hs(49)_e(30)_fold(5)","finished","-","","","2025-05-22T21:48:18.000Z","582","","20000","30","5","49","0.001","0.999359095823534","0.992142661929489","0.9893846069988008","183","47","0.006579928203589386","0.996773750686436","0.9875544069640914","0.9998033751992924","0.9998634371985448","344117","14521"
"TFG_BIN_bs(20000)_lr(0.001)_hs(49)_e(30)_fold(4)","finished","-","","","2025-05-22T21:38:21.000Z","596","","20000","30","4","49","0.001","0.9994510531698196","0.9932775976795768","0.991146826477799","151","46","0.006094334698799584","0.9968493150684932","0.989731383883033","0.9996925257804608","0.9998663427900653","344118","14554"
"TFG_BIN_bs(20000)_lr(0.001)_hs(49)_e(30)_fold(3)","finished","-","","","2025-05-22T21:28:32.000Z","588","","20000","30","3","49","0.001","0.999467772362617","0.9934792257007272","0.9910634008119228","155","36","0.006188477079073588","0.9975318798848212","0.9894593675620538","0.999864226381308","0.9998953987052684","344128","14550"
"TFG_BIN_bs(20000)_lr(0.001)_hs(49)_e(30)_fold(2)","finished","-","","","2025-05-22T21:18:52.000Z","578","","20000","30","2","49","0.001","0.999414828252092","0.99283031751451","0.9903957496083372","165","45","0.00675508444611397","0.9969146383270484","0.9887793267596056","0.9996285400315288","0.9998692483815856","344119","14540"
"TFG_BIN_bs(20000)_lr(0.001)_hs(49)_e(30)_fold(1)","finished","-","","","2025-05-22T21:08:50.000Z","600","","20000","30","1","49","0.001","0.9993813898664972","0.9924195861503792","0.989945230115262","172","50","0.007129275162393848","0.996571115073378","0.9883025027203484","0.9998114931840444","0.9998547208461058","344115","14532"
"TFG_BIN_bs(20000)_lr(0.001)_hs(49)_e(20)_fold(5)","finished","-","","","2025-05-22T21:02:11.000Z","395","","20000","20","5","49","0.001","0.998224974085179","0.9779332802161638","0.9670590169774866","589","48","0.014614570782416396","0.9966108875238296","0.959942872687704","0.99606632823302","0.9998605316070246","344116","14115"
"TFG_BIN_bs(20000)_lr(0.001)_hs(49)_e(20)_fold(4)","finished","-","","","2025-05-22T20:55:38.000Z","392","","20000","20","4","49","0.001","0.9991110962496064","0.9890644818484112","0.9842261823540648","279","40","0.010219024752991067","0.9972348956173096","0.9810268616116968","0.9983847325722216","0.9998837763391872","344124","14426"
"TFG_BIN_bs(20000)_lr(0.001)_hs(49)_e(20)_fold(3)","finished","-","","","2025-05-22T20:48:52.000Z","404","","20000","20","3","49","0.001","0.9991361750388024","0.9893704567274724","0.9843884332482704","278","32","0.010848931243850123","0.997786845563317","0.9810948656919416","0.9980707553009776","0.9999070210713497","344132","14427"
"TFG_BIN_bs(20000)_lr(0.001)_hs(49)_e(20)_fold(2)","finished","-","","","2025-05-22T20:42:09.000Z","401","","20000","20","2","49","0.001","0.9989299716609682","0.9868041237113402","0.9805367752509732","347","37","0.012337708535293736","0.9974296630774574","0.9764025841550492","0.9976606260686842","0.999892493113748","344127","14358"
"TFG_BIN_bs(20000)_lr(0.001)_hs(49)_e(20)_fold(1)","finished","-","","","2025-05-22T20:35:27.000Z","400","","20000","20","1","49","0.001","0.9989940619000248","0.9876042990076572","0.9818392844951184","323","38","0.011946902144700289","0.9973645883903184","0.9780331882480956","0.9970969278881232","0.9998895878430404","344127","14381"
"TFG_BIN_bs(20000)_lr(0.001)_hs(49)_e(10)_fold(5)","finished","-","","","2025-05-22T20:31:57.000Z","206","","20000","10","5","49","0.001","0.9856688253062408","0.7890570526229441","0.7021885448147986","5085","58","0.042349629725019135","0.9940064069443008","0.6541757344940152","0.9943707627330453","0.9998314756918212","344106","9619"
"TFG_BIN_bs(20000)_lr(0.001)_hs(49)_e(10)_fold(4)","finished","-","","","2025-05-22T20:28:42.000Z","193","","20000","10","4","49","0.001","0.9860896315925868","0.7964442994617518","0.7114031381576071","4939","53","0.03825365234580305","0.9946023016600468","0.6641278476708603","0.9940525399748436","0.999846003649423","344111","9766"
"TFG_BIN_bs(20000)_lr(0.001)_hs(49)_e(10)_fold(3)","finished","-","","","2025-05-22T20:25:23.000Z","197","","20000","10","3","49","0.001","0.9858611359576892","0.7923045435939419","0.7059595885914363","5027","47","0.03734431726237138","0.9951670951156812","0.6581434886093166","0.9948951134020656","0.9998634371985448","344117","9678"
"TFG_BIN_bs(20000)_lr(0.001)_hs(49)_e(10)_fold(2)","finished","-","","","2025-05-22T20:22:11.000Z","191","","20000","10","2","49","0.001","0.9856660787083866","0.788955444325921","0.7019375374147674","5090","54","0.038578868533174195","0.9944151411728204","0.6538592315538932","0.9943263242509488","0.9998430980579026","344110","9615"
"TFG_BIN_bs(20000)_lr(0.001)_hs(49)_e(10)_fold(1)","finished","-","","","2025-05-22T20:18:54.000Z","195","","20000","10","1","49","0.001","0.9860506201427262","0.7956567883092497","0.710246319778458","4958","48","0.036432629037234515","0.9950990402287114","0.6628128400435256","0.9942290691746456","0.9998605320122615","344117","9746"
"TFG_BIN_bs(20000)_lr(0.001)_hs(25)_e(30)_fold(5)","finished","-","","","2025-05-22T20:09:16.000Z","573","","20000","30","5","25","0.001","0.9990553629746872","0.9883732894330692","0.9832944355730254","295","44","0.011650429935091073","0.9969556493461564","0.9799374319912948","0.9977401576201512","0.9998721539731058","344120","14409"
"TFG_BIN_bs(20000)_lr(0.001)_hs(25)_e(30)_fold(4)","finished","-","","","2025-05-22T19:59:33.000Z","582","","20000","30","4","25","0.001","0.99917239995653","0.9898270251755438","0.98547265038876","256","41","0.00990322012350791","0.9971704623878536","0.9825909554573274","0.9988578843908584","0.9998808707476669","344123","14449"
"TFG_BIN_bs(20000)_lr(0.001)_hs(25)_e(30)_fold(3)","finished","-","","","2025-05-22T19:49:36.000Z","596","","20000","30","3","25","0.001","0.9992337036634538","0.9905812240983662","0.9862641859450022","244","31","0.009688849224605492","0.9978608887662158","0.9834070044202652","0.9991667080655002","0.99990992666287","344133","14461"
"TFG_BIN_bs(20000)_lr(0.001)_hs(25)_e(30)_fold(2)","finished","-","","","2025-05-22T19:40:34.000Z","540","","20000","30","2","25","0.001","0.999230917131321","0.9905511811023622","0.9864984657347424","238","38","0.008740706834942102","0.9973802137194072","0.983815028901734","0.9995275499296312","0.9998895875222278","344126","14467"
"TFG_BIN_bs(20000)_lr(0.001)_hs(25)_e(30)_fold(1)","finished","-","","","2025-05-22T19:30:49.000Z","584","","20000","30","1","25","0.001","0.999122242378138","0.9892016043330704","0.9844029311027114","276","39","0.010936159381849898","0.9973042095804244","0.9812295973884656","0.9980476397496538","0.9998866822599624","344126","14428"
"TFG_BIN_bs(20000)_lr(0.001)_hs(25)_e(20)_fold(5)","finished","-","","","2025-05-22T19:24:02.000Z","402","","20000","20","5","25","0.001","0.9931785503304836","0.9095143047238856","0.8643874884073856","2401","47","0.021716929247809783","0.9961943319838056","0.8367110990206746","0.9950561671510416","0.9998634371985448","344117","12303"
"TFG_BIN_bs(20000)_lr(0.001)_hs(25)_e(20)_fold(4)","finished","-","","","2025-05-22T19:17:24.000Z","396","","20000","20","4","25","0.001","0.9940312481713384","0.9216933538056592","0.8819208328086303","2099","43","0.02019736408773396","0.996600521780378","0.8572594355661339","0.9956506979045096","0.9998750595646262","344121","12606"
"TFG_BIN_bs(20000)_lr(0.001)_hs(25)_e(20)_fold(3)","finished","-","","","2025-05-22T19:10:57.000Z","386","","20000","20","3","25","0.001","0.988530633741003","0.8378250591016548","0.7649471184977337","4073","43","0.02616202137950394","0.9959718969555036","0.7230193811628698","0.995001662263123","0.9998750595646262","344121","10632"
"TFG_BIN_bs(20000)_lr(0.001)_hs(25)_e(20)_fold(2)","finished","-","","","2025-05-22T19:04:19.000Z","396","","20000","20","2","25","0.001","0.9931395578888118","0.9089497041420118","0.8635373480430047","2416","46","0.021309406496584415","0.9962707742197","0.8357021421285277","0.995534452508568","0.9998663427900653","344118","12289"
"TFG_BIN_bs(20000)_lr(0.001)_hs(25)_e(20)_fold(1)","finished","-","","","2025-05-22T18:57:41.000Z","397","","20000","20","1","25","0.001","0.9936717855261948","0.916590149483968","0.8745566940943944","2226","45","0.021351739143331844","0.9964066118342252","0.8486126224156693","0.9948562231969644","0.9998692487614952","344120","12478"
"TFG_BIN_bs(20000)_lr(0.001)_hs(25)_e(10)_fold(5)","finished","-","","","2025-05-22T18:54:10.000Z","207","","20000","10","5","25","0.001","0.9856632522264454","0.7888364457213216","0.7016954597894184","5094","51","0.05099925378130542","0.9947210433702516","0.653563656147987","0.990844739291074","0.9998518148324635","344113","9610"
"TFG_BIN_bs(20000)_lr(0.001)_hs(25)_e(10)_fold(4)","finished","-","","","2025-05-22T18:50:35.000Z","213","","20000","10","4","25","0.001","0.9860617662712576","0.7959533327894265","0.7107782424339565","4949","53","0.04809483885765076","0.9945967988581914","0.6634478068684121","0.9930664585821848","0.999846003649423","344111","9756"
