"Name","State","Notes","User","Tags","Created","Runtime","Sweep","batch_size","epochs","hidden_size","learning_rate","avg_accuracy","avg_f1","avg_f2","avg_fn","avg_fp","avg_loss","avg_precision","avg_recall","avg_roc_auc","avg_specificity","avg_tn","avg_tp"
"AVG_bs(20000)_lr(0.0001)_hs(49)_e(30)","finished","-","","","2025-05-23T02:54:11.000Z","2","","20000","30","49","0.0001","0.9685132860188416","0.3742647250614971","0.2739128701285175","11285.8","13.8","0.10363557305600908","0.9958752900313252","0.23249899177846212","0.9193960998038416","0.9999599028640354","344150.4","3418.8"
"AVG_bs(10000)_lr(0.0001)_hs(25)_e(30)","finished","-","","","2025-05-21T20:42:43.000Z","2","","10000","30","25","0.0001","0.985770286958077","0.7905751201661788","0.7035994623972799","5065.4","41.2","0.06252372732592953","0.9957422838247474","0.6555227628674043","0.982711057931081","0.9998802896969023","344123","9639.2"
"AVG_bs(20000)_lr(0.001)_hs(98)_e(10)","finished","-","","","2025-05-22T22:15:09.000Z","2","","20000","10","98","0.001","0.9886259274530208","0.8391162555824032","0.7670941865415253","4034.2","47.6","0.02591781415459183","0.9955477244369788","0.7256504425630064","0.9947878315444748","0.9998616939213032","344116.6","10670.4"
"AVG_bs(15000)_lr(0.0001)_hs(98)_e(30)","finished","-","","","2025-05-22T13:46:46.000Z","2","","15000","30","98","0.0001","0.9858360491800844","0.7918007487344718","0.7052475482824104","5038.6","44.4","0.05623710338647168","0.9954267060149566","0.6573453249414769","0.9877805086790128","0.9998709918107912","344119.8","9666"
"AVG_bs(10000)_lr(0.0001)_hs(98)_e(20)","finished","-","","","2025-05-21T22:59:01.000Z","1","","10000","20","98","0.0001","0.9858343772639108","0.7917744362316805","0.7052203913536748","5039","44.6","0.05495766732427809","0.9954064404214866","0.6573181260843006","0.989727374160564","0.9998704106941756","344119.6","9665.6"
"AVG_bs(15000)_lr(0.001)_hs(49)_e(10)","finished","-","","","2025-05-22T06:10:02.000Z","2","","15000","10","49","0.001","0.9879393238296664","0.8271937293392583","0.7518158053898147","4279.6","48.6","0.02727752981397013","0.9953199808030452","0.7089613532959965","0.9947791987958506","0.9998587883280944","344115.6","10425"
"AVG_bs(2000)_lr(0.0001)_hs(25)_e(10)","finished","-","","","2025-05-20T15:42:45.000Z","1","","2000","10","25","0.0001","0.9859887511766852","0.7945858242471688","0.7089291960267501","4979","49.2","0.032975282507638135","0.9949667133811604","0.6613984041980495","0.9940305758177316","0.9998570449748704","344115","9725.6"
"AVG_bs(10000)_lr(0.0001)_hs(98)_e(30)","finished","-","","","2025-05-21T23:42:58.000Z","2","","10000","30","98","0.0001","0.9858694875967384","0.7924800465944035","0.7062615171805892","5021.6","49.4","0.037710319521526495","0.9949236378432872","0.6585014294546465","0.9940409762796186","0.9998564638582548","344114.8","9683"
"AVG_bs(10000)_lr(0.0001)_hs(49)_e(30)","finished","-","","","2025-05-21T22:13:57.000Z","1","","10000","30","49","0.0001","0.9858338199481664","0.7918497395402531","0.7054697271599204","5034.2","49.6","0.04763250963555442","0.994895850362306","0.6576445475194236","0.9927471392751744","0.999855882739951","344114.6","9670.4"
"AVG_bs(20000)_lr(0.001)_hs(25)_e(10)","finished","-","","","2025-05-22T18:57:38.000Z","1","","20000","10","25","0.001","0.9858410649363708","0.7919913395154886","0.7056742087461422","5030.8","50.4","0.04814000916149881","0.994816530428164","0.6578757697170209","0.9926243282007708","0.9998535582684231","344113.8","9673.8"
"AVG_bs(15000)_lr(0.001)_hs(25)_e(10)","finished","-","","","2025-05-22T04:35:02.000Z","1","","15000","10","25","0.001","0.9858722741102358","0.7925689192900063","0.7064491863530973","5018.2","51.8","0.03700518943369389","0.9946793372013192","0.6587326396275833","0.9941873619883284","0.9998494904402948","344112.4","9686.4"
"AVG_bs(20000)_lr(0.001)_hs(49)_e(10)","finished","-","","","2025-05-22T20:35:24.000Z","2","","20000","10","49","0.001","0.985867258341526","0.7924836256627616","0.7063470257514134","5019.8","52","0.038591819380720455","0.994657997024312","0.6586238284743222","0.9943747619071096","0.9998489093219908","344112.2","9684.8"
"AVG_bs(20000)_lr(0.0001)_hs(98)_e(20)","finished","-","","","2025-05-23T03:44:33.000Z","1","","20000","20","98","0.0001","0.9617676419640232","0.12397558062598064","0.08233697774548192","13715.2","5.2","0.11621990236971114","0.9932516894152544","0.06728435898754578","0.9003297363507965","0.9999848909359136","344159","989.4"
"AVG_bs(10000)_lr(0.0001)_hs(98)_e(10)","finished","-","","","2025-05-21T22:29:17.000Z","2","","10000","10","98","0.0001","0.9615971077551052","0.11657539855040516","0.0773549321402095","13775.2","6.4","0.11407351224786706","0.992681102736022","0.06320469875635411","0.9062290977038976","0.9999814042260894","344157.8","929.4"
"AVG_bs(15000)_lr(0.0001)_hs(49)_e(20)","finished","-","","","2025-05-22T11:25:11.000Z","1","","15000","20","49","0.0001","0.9622324404420034","0.13683203954432868","0.09466432362454884","13548","5.6","0.11466109286993742","0.9914238030521952","0.07865690369060882","0.9035728565394006","0.9999837286925516","344158.6","1156.6"
"AVG_bs(15000)_lr(0.0001)_hs(25)_e(30)","finished","-","","","2025-05-22T10:36:37.000Z","1","","15000","30","25","0.0001","0.9658939390306054","0.26608041327449206","0.19715443486385328","12228.8","10.8","0.10876359107593696","0.9901031155459484","0.16836745068686712","0.9097363331168756","0.9999686196369078","344153.4","2475.8"
"AVG_bs(20000)_lr(0.0001)_hs(25)_e(30)","finished","-","","","2025-05-23T01:14:46.000Z","1","","20000","30","25","0.0001","0.9592976597820352","0.013473487225037216","0.00846794286674636","14604.8","2","0.136739335126347","0.97902118208713","0.00678698942828844","0.8626583168059586","0.999994188818648","344162.2","99.8"
"AVG_bs(20000)_lr(0.0001)_hs(49)_e(20)","finished","-","","","2025-05-23T02:04:48.000Z","1","","20000","20","49","0.0001","0.9591711511253656","0.007289715323732052","0.004569051521028578","14650.8","1.4","0.15045450876156488","0.9740770709213906","0.003658715714455381","0.8223746599872171","0.99999593217356","344162.8","53.8"
"AVG_bs(15000)_lr(0.0001)_hs(25)_e(20)","finished","-","","","2025-05-22T09:49:46.000Z","2","","15000","20","25","0.0001","0.959110961962965","0.004284404459749094","0.0026840923791186765","14673","0.8","0.15307929428915185","0.9721794871794872","0.0021489705595611032","0.807115170503395","0.9999976755284722","344163.4","31.6"
"AVG_bs(10000)_lr(0.0001)_hs(49)_e(10)","finished","-","","","2025-05-21T20:58:53.000Z","2","","10000","10","49","0.0001","0.9591343688763642","0.005450465475746581","0.003414582296150149","14664.4","1","0.15026860816611182","0.9715331059960216","0.0027338176743270538","0.8229990560672962","0.9999970944101682","344163.2","40.2"
"AVG_bs(15000)_lr(0.0001)_hs(98)_e(10)","finished","-","","","2025-05-22T12:27:36.000Z","2","","15000","10","98","0.0001","0.9590608043985496","0.0018734413471704868","0.001172542633785187","14690.8","1","0.1639177650213242","0.8715686274509803","0.0009384729569084264","0.7709114562327979","0.9999970944101682","344163.2","13.8"
"AVG_bs(20000)_lr(0.0001)_hs(25)_e(20)","finished","-","","","2025-05-23T00:26:59.000Z","1","","20000","20","25","0.0001","0.9590262513768074","0.0000815956483159313","0.000051002482173210725","14704","0.2","0.17644617739650936","0.3","0.0000408033731207768","0.7278702441733437","0.9999994188833844","344164","0.6"
"AVG_bs(20000)_lr(0.0001)_hs(25)_e(10)","finished","-","","","2025-05-22T23:54:04.000Z","2","","20000","10","25","0.0001","0.9590251367639542","0","0","14704.6","0","0.26594820701413685","0","0","0.5416399291542057","1","344164.2","0"
"AVG_bs(20000)_lr(0.0001)_hs(98)_e(10)","finished","-","","","2025-05-23T03:11:27.000Z","1","","20000","10","98","0.0001","0.9590245794575276","0","0","14704.6","0.2","0.18049397551351123","0","0","0.7183899006976722","0.9999994188833844","344164","0"
"AVG_bs(20000)_lr(0.0001)_hs(49)_e(10)","finished","-","","","2025-05-23T01:31:46.000Z","1","","20000","10","49","0.0001","0.9590251367639542","0","0","14704.6","0","0.21712209582328795","0","0","0.6459459468332978","1","344164.2","0"
"AVG_bs(15000)_lr(0.0001)_hs(49)_e(10)","finished","-","","","2025-05-22T10:53:01.000Z","2","","15000","10","49","0.0001","0.9590251367639542","0","0","14704.6","0","0.1948012265066306","0","0","0.6813965637008741","1","344164.2","0"
"AVG_bs(15000)_lr(0.0001)_hs(25)_e(10)","finished","-","","","2025-05-22T09:18:03.000Z","2","","15000","10","25","0.0001","0.9590251367639542","0","0","14704.6","0","0.22020218148827553","0","0","0.6178904622646735","1","344164.2","0"
"AVG_bs(10000)_lr(0.0001)_hs(25)_e(10)","finished","-","","","2025-05-21T19:26:26.000Z","2","","10000","10","25","0.0001","0.9590251367639542","0","0","14704.6","0","0.1795411518878407","0","0","0.7185586469519614","1","344164.2","0"
