"Name","State","Notes","User","Tags","Created","Runtime","Sweep","batch_size","epochs","hidden_size","learning_rate","avg_accuracy","avg_f1_macro","avg_f1_weighted","avg_loss","avg_precision_macro","avg_precision_weighted","avg_recall_macro","avg_recall_weighted","avg_roc_auc_ovo","avg_roc_auc_ovr"
"AVG_bs(512)_lr(0.0001)_hs(25)_e(80)","finished","-","","","2025-05-28T12:19:57.000Z","2","","512","80","25","0.0001","0.4676632190423264","0.2893532276252312","0.4808648807267716","1.87650235439169","0.3249294776690045","0.6229981315205325","0.5075853717745225","0.4676632190423264","0.7910256586184635","0.7605838797251057"
"AVG_bs(64)_lr(0.01)_hs(49)_e(100)","finished","-","","","2025-05-28T19:37:56.000Z","3","","64","100","49","0.01","0.4617048295476619","0.31949432913272446","0.4803009983798648","1.8759876831718112","0.3279711252308815","0.6357945367374886","0.5061890849789825","0.4617048295476619","0.783202822178522","0.7493997523089831"
"AVG_bs(32)_lr(1e-05)_hs(49)_e(80)","finished","-","","","2025-05-28T00:15:13.000Z","3","","32","80","49","0.00001","0.4674047360143022","0.2902575389920841","0.4786254991200578","1.9212199667225716","0.28602129761009315","0.5986037791777177","0.4885058836416352","0.4674047360143022","0.7750322687786915","0.7542396434264592"
"AVG_bs(32)_lr(0.01)_hs(25)_e(50)","finished","-","","","2025-05-27T17:28:11.000Z","2","","32","50","25","0.01","0.4489208588641542","0.31984096428237396","0.47734318288956745","1.897035903205042","0.33311339280556224","0.6304762280891749","0.49568640525259566","0.4489208588641542","0.7724965300248439","0.7472029113574955"
"AVG_bs(256)_lr(0.0001)_hs(25)_e(50)","finished","-","","","2025-05-28T09:56:02.000Z","2","","256","50","25","0.0001","0.4621818672558874","0.28372364810000994","0.4766926543814895","1.8862260937690736","0.3208582131458832","0.6245636361701481","0.5017910237652323","0.4621818672558874","0.7841939790706337","0.7554869679796681"
"AVG_bs(512)_lr(0.0001)_hs(49)_e(50)","finished","-","","","2025-05-28T12:25:56.000Z","3","","512","50","49","0.0001","0.46129789468543303","0.2818980218218027","0.4749165632643962","1.883896156015067","0.3294229581397508","0.6268700711561485","0.5040406074690267","0.46129789468543303","0.7900053234811855","0.7590989848256753"
"AVG_bs(64)_lr(0.01)_hs(49)_e(80)","finished","-","","","2025-05-28T01:39:40.000Z","3","","64","80","49","0.01","0.4662504758990654","0.3350080346816669","0.4746796966672503","1.8757537378435547","0.3451949934175627","0.64249681121023","0.5080914877408371","0.4662504758990654","0.7764889213020795","0.7483007709391766"
"AVG_bs(256)_lr(0.0001)_hs(49)_e(30)","finished","-","","","2025-05-28T10:04:45.000Z","2","","256","30","49","0.0001","0.4599649666139925","0.28206704040009456","0.473475073943238","1.8914054414321635","0.30341553023001655","0.6121777107985699","0.4980144778806277","0.4599649666139925","0.7832466878002078","0.7534232218382926"
"AVG_bs(32)_lr(1e-05)_hs(25)_e(100)","finished","-","","","2025-05-28T18:14:51.000Z","3","","32","100","25","0.00001","0.4629436313512869","0.2855984781317183","0.4734402141122072","1.9296583069407425","0.32939024159496","0.6182769837467192","0.4822668222992529","0.4629436313512869","0.767445292675172","0.7534861827243525"
"AVG_bs(32)_lr(0.01)_hs(25)_e(80)","finished","-","","","2025-05-27T17:46:57.000Z","2","","32","80","25","0.01","0.457653710310758","0.31567360633778124","0.4714933441672181","1.896548828871354","0.3241392359977968","0.6295653457031207","0.49604505228117546","0.457653710310758","0.7778271672083117","0.7410778858076098"
"AVG_bs(32)_lr(1e-05)_hs(98)_e(50)","finished","-","","","2025-05-28T00:35:04.000Z","3","","32","50","98","0.00001","0.4584823019196167","0.2888917944037807","0.4709477411745821","1.9248327155735183","0.2970125171660728","0.5999211827452152","0.4867870376413429","0.4584823019196167","0.7724623995414597","0.752490942372219"
"AVG_bs(64)_lr(1e-05)_hs(98)_e(80)","finished","-","","","2025-05-28T05:29:53.000Z","3","","64","80","98","0.00001","0.45543576999821295","0.2843836271693277","0.4686340638883612","1.9105239822553552","0.28592613496702896","0.5962774776711751","0.4899520762585386","0.45543576999821295","0.7787692014479053","0.7505923397106267"
"AVG_bs(64)_lr(1e-05)_hs(49)_e(100)","finished","-","","","2025-05-28T21:56:06.000Z","3","","64","100","49","0.00001","0.456074936204551","0.2788591149304507","0.4679900770034678","1.9148043100730232","0.31166901704125816","0.6110854171416744","0.4880667163122473","0.456074936204551","0.7810145256757857","0.7526449285069239"
"AVG_bs(512)_lr(0.0001)_hs(25)_e(50)","finished","-","","","2025-05-28T12:14:59.000Z","2","","512","50","25","0.0001","0.45014489530960544","0.2675110971860078","0.46665975436496954","1.8999472165929856","0.2700623829377085","0.5968661737637534","0.4920850223293268","0.45014489530960544","0.7918242867112821","0.757746631991775"
"AVG_bs(32)_lr(1e-05)_hs(25)_e(80)","finished","-","","","2025-05-27T23:36:55.000Z","2","","32","80","25","0.00001","0.4545653085213404","0.27590943320010863","0.4646277820369528","1.93745431314344","0.2955576947536469","0.5980968405989021","0.4647098769236128","0.4545653085213404","0.7638858353942084","0.7511817738699957"
"AVG_bs(512)_lr(0.0001)_hs(98)_e(30)","finished","-","","","2025-05-28T12:33:08.000Z","3","","512","30","98","0.0001","0.45075691908217425","0.2747156056709441","0.46421330130515515","1.892547188956162","0.31083762694006384","0.6135933583990993","0.49549626507202393","0.45075691908217425","0.7849649804921701","0.753879866464245"
"AVG_bs(128)_lr(1e-05)_hs(98)_e(100)","finished","-","","","2025-05-29T00:10:12.000Z","2","","128","100","98","0.00001","0.4473838528788333","0.2731482691224857","0.4603355251024778","1.9095952869498212","0.31003704169396196","0.6071075422177782","0.4835923745842089","0.4473838528788333","0.7804045889097839","0.7494611852565443"
"AVG_bs(32)_lr(1e-05)_hs(49)_e(50)","finished","-","","","2025-05-27T23:56:15.000Z","2","","32","50","49","0.00001","0.4459693347106811","0.2728217945074958","0.457325066058897","1.9424739048791968","0.2987458354848391","0.5965916555498396","0.4467182204740455","0.4459693347106811","0.7636811699332468","0.7519499684007025"
"AVG_bs(64)_lr(1e-05)_hs(49)_e(80)","finished","-","","","2025-05-28T05:06:02.000Z","3","","64","80","49","0.00001","0.4430587758007591","0.26839127593265455","0.4569844244068571","1.9243501390581543","0.31503791477993315","0.6095445580550597","0.4786422289854394","0.4430587758007591","0.7778699170035275","0.7502295391950499"
"AVG_bs(128)_lr(1e-05)_hs(98)_e(80)","finished","-","","","2025-05-28T08:32:52.000Z","2","","128","80","98","0.00001","0.4402433134562611","0.2676723453077714","0.4556559381855429","1.915603574047918","0.29472969305139773","0.5989884174333863","0.4780843825232621","0.4402433134562611","0.7820431606547595","0.7518146147954201"
"AVG_bs(32)_lr(1e-05)_hs(98)_e(30)","finished","-","","","2025-05-28T00:22:45.000Z","3","","32","30","98","0.00001","0.4411408831428689","0.27525949796867344","0.45337463835842806","1.944511131566504","0.275311229207597","0.5812266360673161","0.4654090379902825","0.4411408831428689","0.7599516123867542","0.7477903185632238"
"AVG_bs(256)_lr(0.0001)_hs(25)_e(30)","finished","-","","","2025-05-28T09:52:05.000Z","2","","256","30","25","0.0001","0.4358635176978954","0.2611193650401142","0.4533062837495536","1.9115589548801553","0.29646780882896934","0.6041947750747211","0.4820595464574942","0.4358635176978954","0.7837284062548621","0.7503397581975263"
"AVG_bs(512)_lr(0.0001)_hs(49)_e(30)","finished","-","","","2025-05-28T12:22:10.000Z","2","","512","30","49","0.0001","0.4334154004082465","0.2595300952761437","0.45251032689337817","1.9095365417414696","0.2995898972884382","0.6050367718461331","0.4777554647677086","0.4334154004082465","0.7846512409980951","0.7511106456957067"
"AVG_bs(64)_lr(1e-05)_hs(25)_e(100)","finished","-","","","2025-05-28T21:40:49.000Z","2","","64","100","25","0.00001","0.4385022637810934","0.26307195377190495","0.4520010421628033","1.935154708883037","0.2668445709833406","0.5848772430041254","0.47087981618488295","0.4385022637810934","0.7739037182266502","0.7500227831878047"
"AVG_bs(64)_lr(1e-05)_hs(98)_e(50)","finished","-","","","2025-05-28T05:18:12.000Z","3","","64","50","98","0.00001","0.4358501425754751","0.26406651121066443","0.4500694516795061","1.9272979038694629","0.29989629997711675","0.5988750606334203","0.476473297409667","0.4358501425754751","0.7768371775957071","0.7487777049229458"
"AVG_bs(32)_lr(1e-05)_hs(49)_e(30)","finished","-","","","2025-05-27T23:44:17.000Z","2","","32","30","49","0.00001","0.4367614286998678","0.25232559483987693","0.4486839594843772","1.9600375146451203","0.2804220543357535","0.5847501067290435","0.3977811678352795","0.4367614286998678","0.7586103604690223","0.7477026559383757"
"AVG_bs(32)_lr(1e-05)_hs(25)_e(50)","finished","-","","","2025-05-27T23:18:26.000Z","3","","32","50","25","0.00001","0.4355236674918667","0.24853308118016365","0.4475746636745264","1.959015464938205","0.313186109499081","0.600991630919543","0.39446136384447533","0.4355236674918667","0.7562154417834969","0.7449359248567238"
"AVG_bs(128)_lr(1e-05)_hs(49)_e(100)","finished","-","","","2025-05-29T00:00:08.000Z","2","","128","100","49","0.00001","0.42511868802443703","0.25557394797689714","0.4448582646320892","1.925832709851472","0.2940541815756634","0.5984684756710766","0.47008714398650986","0.42511868802443703","0.7812660917727966","0.7491698688420898"
"AVG_bs(64)_lr(1e-05)_hs(25)_e(80)","finished","-","","","2025-05-28T04:42:42.000Z","2","","64","80","25","0.00001","0.42602970683137614","0.2552839447219619","0.4422911771920324","1.9470682678015336","0.2824148317020766","0.5899340754292958","0.45340134936348975","0.42602970683137614","0.7662759632803424","0.7480276007666091"
"AVG_bs(256)_lr(1e-05)_hs(98)_e(100)","finished","-","","","2025-05-29T01:39:00.000Z","3","","256","100","98","0.00001","0.418345230039156","0.25136094506087614","0.4403463885352702","1.920103473087837","0.28536532269644643","0.5941117771108008","0.46685127882968247","0.418345230039156","0.7817668499241371","0.7494104972006674"
"AVG_bs(128)_lr(1e-05)_hs(98)_e(50)","finished","-","","","2025-05-28T08:25:09.000Z","3","","128","50","98","0.00001","0.4173933856597229","0.2490874614773074","0.43966893645696264","1.9380081083463587","0.2719524776818404","0.5836989513255192","0.4619183554491625","0.4173933856597229","0.7810779105778279","0.7484089999077362"
"AVG_bs(64)_lr(1e-05)_hs(49)_e(50)","finished","-","","","2025-05-28T04:54:45.000Z","3","","64","50","49","0.00001","0.42043974738593126","0.25471143987974726","0.43815998995613936","1.9456648836965147","0.28545429542573997","0.5886945679747548","0.46596948093234536","0.42043974738593126","0.7721070426484523","0.7487556627207888"
"AVG_bs(64)_lr(1e-05)_hs(98)_e(30)","finished","-","","","2025-05-28T05:10:44.000Z","3","","64","30","98","0.00001","0.41970552161312485","0.2535617558327832","0.4379690508695827","1.9512831494082576","0.2705573470097836","0.5805253491515796","0.4608088900377816","0.41970552161312485","0.7678567828455364","0.7470396992805994"
"AVG_bs(128)_lr(1e-05)_hs(25)_e(100)","finished","-","","","2025-05-28T23:50:11.000Z","2","","128","100","25","0.00001","0.4174616043339097","0.2418566745431529","0.4359086326908995","1.955940338632335","0.2838090902087769","0.5842389401028474","0.44940657109370746","0.4174616043339097","0.7728660550032547","0.7449851734063728"
"AVG_bs(128)_lr(1e-05)_hs(25)_e(80)","finished","-","","","2025-05-28T08:01:17.000Z","2","","128","80","25","0.00001","0.40732750624449865","0.2391873293117704","0.4329346372725487","1.970377452062524","0.2649952714662248","0.5773486827874345","0.4488028501809932","0.40732750624449865","0.7758221171078908","0.7466056560345369"
"AVG_bs(32)_lr(1e-05)_hs(25)_e(30)","finished","-","","","2025-05-27T23:06:44.000Z","2","","32","30","25","0.00001","0.419323665567921","0.23700790050074455","0.4317634381158634","1.9831457179007324","0.29338415484381275","0.5867313390101353","0.3823379044167115","0.419323665567921","0.7584014139695997","0.7477899130611941"
"AVG_bs(128)_lr(1e-05)_hs(49)_e(80)","finished","-","","","2025-05-28T08:16:59.000Z","2","","128","80","49","0.00001","0.4043907298746956","0.2443728944514108","0.42963303473781583","1.9373441708606225","0.2892094381777509","0.5949939731487002","0.4614141402739821","0.4043907298746956","0.7827958927743959","0.750071215574922"
"AVG_bs(128)_lr(1e-05)_hs(98)_e(30)","finished","-","","","2025-05-28T08:20:12.000Z","3","","128","30","98","0.00001","0.39889553862894456","0.2342651476817256","0.4245578680259765","1.9726554453891256","0.29721019263680976","0.5857050859673307","0.44573749761264214","0.39889553862894456","0.7691738888820149","0.7440910492748395"
"AVG_bs(256)_lr(1e-05)_hs(98)_e(80)","finished","-","","","2025-05-28T11:05:29.000Z","3","","256","80","98","0.00001","0.3940809191206533","0.2403116633720121","0.4233427785408468","1.9313461172169653","0.27968977775080933","0.5908431364543698","0.4577123909954088","0.3940809191206533","0.7847529927716708","0.7500622957175538"
"AVG_bs(512)_lr(0.0001)_hs(25)_e(30)","finished","-","","","2025-05-28T12:11:47.000Z","2","","512","30","25","0.0001","0.39767229581108926","0.23684048347273765","0.4229831078289776","1.9341354403002509","0.27865828147955984","0.5854784291321661","0.45751556726494275","0.39767229581108926","0.7855152129409895","0.7479482444832046"
"AVG_bs(64)_lr(1e-05)_hs(49)_e(30)","finished","-","","","2025-05-28T04:47:20.000Z","2","","64","30","49","0.00001","0.40360203516454735","0.24046323642823847","0.4199111295729753","1.979845816259799","0.28113862898641534","0.5798806012367488","0.4198065563775689","0.40360203516454735","0.7602245938604376","0.7415018713127484"
"AVG_bs(256)_lr(1e-05)_hs(98)_e(50)","finished","-","","","2025-05-28T10:59:09.000Z","3","","256","50","98","0.00001","0.3820982135424317","0.23138468974069787","0.4174663671836677","1.960134965386884","0.2704284555646109","0.5813619644463023","0.4415378606675492","0.3820982135424317","0.7790972282693639","0.7435361069988982"
"AVG_bs(256)_lr(1e-05)_hs(49)_e(80)","finished","-","","","2025-05-28T10:52:32.000Z","3","","256","80","49","0.00001","0.3837849145268629","0.22805890112536292","0.4167719224605409","1.9642495323871745","0.2635356031382449","0.5710033338098135","0.4364488935238719","0.3837849145268629","0.7752058961614561","0.742286791718214"
"AVG_bs(512)_lr(1e-05)_hs(98)_e(100)","finished","-","","","2025-05-29T02:51:48.000Z","3","","512","100","98","0.00001","0.3795410825302402","0.23269029632161864","0.4167236738108532","1.9441485758485464","0.2899397615143357","0.5945318107952244","0.44374536896314976","0.3795410825302402","0.7807517650779866","0.7430093265808062"
"AVG_bs(256)_lr(1e-05)_hs(49)_e(100)","finished","-","","","2025-05-29T01:31:30.000Z","3","","256","100","49","0.00001","0.38148622769379226","0.23386527451362324","0.41565429816517135","1.9479929899347237","0.26242989022974156","0.5803371012165641","0.4458558216740678","0.38148622769379226","0.7789429561962885","0.7449403409201454"
"AVG_bs(64)_lr(1e-05)_hs(25)_e(50)","finished","-","","","2025-05-28T04:31:55.000Z","2","","64","50","25","0.00001","0.3975088288757608","0.2349682991900866","0.415478282000372","1.9802687167084736","0.3068461019258897","0.595041343083131","0.41110382807126944","0.3975088288757608","0.764269487799771","0.7468857006291976"
"AVG_bs(128)_lr(1e-05)_hs(49)_e(50)","finished","-","","","2025-05-28T08:09:28.000Z","2","","128","50","49","0.00001","0.38416527581426374","0.2276481532278481","0.4104832328171705","1.9708502781909445","0.25770060090495017","0.5733404145752079","0.444815482025627","0.38416527581426374","0.7725727105815571","0.7418400802422613"
"AVG_bs(64)_lr(1e-05)_hs(25)_e(30)","finished","-","","","2025-05-28T04:25:03.000Z","2","","64","30","25","0.00001","0.3914160721242839","0.2174276820890268","0.39131436401020225","2.0190000065513276","0.270178691299244","0.5662543284347921","0.39857088744543107","0.3914160721242839","0.7577874883215877","0.7385631520460146"
"AVG_bs(512)_lr(1e-05)_hs(98)_e(80)","finished","-","","","2025-05-28T13:13:08.000Z","3","","512","80","98","0.00001","0.35528995156466736","0.2169776727418487","0.3905827665552832","1.9652699848701216","0.2882602652216701","0.5910443404127947","0.4360287324575543","0.35528995156466736","0.7755035181816131","0.7377049908772607"
"AVG_bs(256)_lr(1e-05)_hs(25)_e(100)","finished","-","","","2025-05-29T01:24:04.000Z","3","","256","100","25","0.00001","0.3465171939696142","0.20660064489008523","0.3747555519885736","1.9904219660265696","0.2496034726021973","0.5604145530366778","0.4164302153121013","0.3465171939696142","0.7694951608722661","0.7326310144814747"
"AVG_bs(512)_lr(1e-05)_hs(98)_e(50)","finished","-","","","2025-05-28T13:07:50.000Z","2","","512","50","98","0.00001","0.3349564263300847","0.196860121900486","0.3718589611361729","2.007774065280783","0.2805911045837308","0.5723631308261441","0.4173313717671814","0.3349564263300847","0.7666398137927779","0.7348010611083811"
"AVG_bs(512)_lr(1e-05)_hs(49)_e(100)","finished","-","","","2025-05-29T02:45:39.000Z","3","","512","100","49","0.00001","0.33184199947535487","0.2050468923439037","0.3707940144443892","1.9863251850522796","0.24755110326821125","0.5536909073117171","0.42201182463363623","0.33184199947535487","0.7731006483440378","0.73415483479534"
"AVG_bs(256)_lr(1e-05)_hs(98)_e(30)","finished","-","","","2025-05-28T10:55:10.000Z","2","","256","30","98","0.00001","0.337240715019615","0.2063742197112534","0.36964853311066515","2.011508574156925","0.24505664420448775","0.5589727184832365","0.42183676071808246","0.337240715019615","0.7634589068182949","0.7341927923565565"
"AVG_bs(128)_lr(1e-05)_hs(25)_e(50)","finished","-","","","2025-05-28T07:53:54.000Z","3","","128","50","25","0.00001","0.3551824178003455","0.20517371452263175","0.3660231485494631","2.0118183764167457","0.28150422899976235","0.5671920520659717","0.41425817625330286","0.3551824178003455","0.7613462150089039","0.7377086699996759"
"AVG_bs(256)_lr(1e-05)_hs(25)_e(80)","finished","-","","","2025-05-28T10:40:09.000Z","2","","256","80","25","0.00001","0.3309980301756081","0.1978759022895164","0.35205266315369255","2.021938723120196","0.24002104831055135","0.563194094185554","0.4135241241422364","0.3309980301756081","0.7622886630730841","0.7287809925256064"
"AVG_bs(128)_lr(1e-05)_hs(49)_e(30)","finished","-","","","2025-05-28T08:04:31.000Z","3","","128","30","49","0.00001","0.3472405198501246","0.1940334157752808","0.3316959647463579","2.0146664803961047","0.23202231584980249","0.5483357909891431","0.4029346191878518","0.3472405198501246","0.7581626006886459","0.7334590846536411"
"AVG_bs(512)_lr(1e-05)_hs(49)_e(80)","finished","-","","","2025-05-28T13:02:13.000Z","3","","512","80","49","0.00001","0.2942887894274745","0.18386778386992889","0.3066276749621083","2.011800424806003","0.2738109452662937","0.571596279204341","0.4144234589805883","0.2942887894274745","0.7678179738653483","0.7334910130834686"
"AVG_bs(256)_lr(1e-05)_hs(25)_e(50)","finished","-","","","2025-05-28T10:34:19.000Z","3","","256","50","25","0.00001","0.29762062676970624","0.1772301605335911","0.3016638449159742","2.063810212447726","0.2225428935591159","0.4419325075813217","0.3874911362903846","0.29762062676970624","0.7486602960937739","0.7228665425569166"
"AVG_bs(256)_lr(1e-05)_hs(49)_e(50)","finished","-","","","2025-05-28T10:46:35.000Z","2","","256","50","49","0.00001","0.295974661635302","0.1812972435405564","0.2967745198791961","2.0119230685562925","0.26342860124238643","0.5096520031668024","0.4066245876807841","0.295974661635302","0.7578940102456976","0.7265160145124521"
"AVG_bs(512)_lr(1e-05)_hs(25)_e(100)","finished","-","","","2025-05-29T02:39:34.000Z","2","","512","100","25","0.00001","0.26922112758756817","0.17071835970632093","0.274438566568158","2.049645154229526","0.25012580644628124","0.49019256396774624","0.39510234039186104","0.26922112758756817","0.7554563010877275","0.7204115127095092"
"AVG_bs(512)_lr(1e-05)_hs(49)_e(50)","finished","-","","","2025-05-28T12:57:18.000Z","2","","512","50","49","0.00001","0.2605020943258772","0.16096409084346638","0.2683652327603754","2.055944954937902","0.2382260263254803","0.541698740091759","0.3808206770450246","0.2605020943258772","0.7556027626056278","0.7271990464728194"
"AVG_bs(256)_lr(1e-05)_hs(49)_e(30)","finished","-","","","2025-05-28T10:42:40.000Z","3","","256","30","49","0.00001","0.2573069810739243","0.15864924792638657","0.2635950442780344","2.059232441310225","0.2350838672368117","0.4820971110860729","0.3883569438568021","0.2573069810739243","0.7525470764592146","0.7282714627152932"
"AVG_bs(512)_lr(1e-05)_hs(98)_e(30)","finished","-","","","2025-05-28T13:04:27.000Z","3","","512","30","98","0.00001","0.25661612640175163","0.14944432856241704","0.26052230432258827","2.06152548789978","0.23648676267107435","0.5250792278449022","0.378448257288126","0.25661612640175163","0.7466082823162508","0.721621409057476"
"AVG_bs(512)_lr(1e-05)_hs(25)_e(80)","finished","-","","","2025-05-28T12:51:50.000Z","2","","512","80","25","0.00001","0.24426283836007312","0.14431163474811842","0.23110478321011524","2.0727412437570507","0.2254887741066108","0.536788464903651","0.37236871496181817","0.24426283836007312","0.7543932749039222","0.7291490277529128"
"AVG_bs(512)_lr(1e-05)_hs(49)_e(30)","finished","-","","","2025-05-28T12:54:00.000Z","2","","512","30","49","0.00001","0.20944499069291272","0.12547869524716532","0.2110764294021982","2.1023856245238206","0.15964131426234637","0.331982259696624","0.3183225416956275","0.20944499069291272","0.7364184728158715","0.7100056129538546"
"AVG_bs(128)_lr(1e-05)_hs(25)_e(30)","finished","-","","","2025-05-28T07:49:14.000Z","2","","128","30","25","0.00001","0.20665606122439165","0.13751487075873436","0.20225972694139863","2.0602584376542468","0.2364064424805341","0.4702503204549922","0.35945563115600365","0.20665606122439165","0.756539655332001","0.7272326244516897"
"AVG_bs(512)_lr(1e-05)_hs(25)_e(50)","finished","-","","","2025-05-28T12:46:51.000Z","2","","512","50","25","0.00001","0.18795589743001556","0.10546776532899668","0.18017755463152063","2.113301841143904","0.1602648028833229","0.322490240090587","0.29382942786805943","0.18795589743001556","0.7296817945761409","0.7051164258278975"
"AVG_bs(256)_lr(1e-05)_hs(25)_e(30)","finished","-","","","2025-05-28T10:30:28.000Z","3","","256","30","25","0.00001","0.20781012524516437","0.12256824981318068","0.16958792633321126","2.095708746745669","0.1836061888121145","0.4191004728724336","0.3067426018773153","0.20781012524516437","0.7386350301235696","0.7150093192382314"
"AVG_bs(512)_lr(1e-05)_hs(25)_e(30)","finished","-","","","2025-05-28T12:43:40.000Z","2","","512","30","25","0.00001","0.1587965636480082","0.11257464828915102","0.1497784043434362","2.1488169966072874","0.16988090186253096","0.33831696418486695","0.2903002427787222","0.1587965636480082","0.6740683204159541","0.6579617453040277"
